Long Lat Mag_nT
-116.599295777545 36.75897542462334 48139.0
-116.59929291893953 36.75898900658987 48140.0
-116.59929009055024 36.75900383408639 48141.3
-116.59928732787569 36.759020032106925 48143.6
-116.59928464696124 36.759037272696375 48145.4
-116.5992820668177 36.75905537274317 48145.8
-116.59927960139004 36.75907415684193 48144.7
-116.59927727112591 36.75909357445444 48143.5
-116.59927504927596 36.75911339844381 48144.7
-116.5992729126054 36.7591335046975 48146.8
-116.59927083092006 36.75915380524075 48149.3
-116.59926876742644 36.7591742444692 48151.5
-116.59926668265656 36.7591947274431 48153.5
-116.59926455502575 36.75921520911063 48154.2
-116.59926237641844 36.75923566234989 48155.9
-116.5992601526474 36.75925604407795 48157.1
-116.5992579018932 36.7592763447924 48159.3
-116.59925562798053 36.75929654979857 48162.3
-116.59925332624594 36.75931664346977 48165.2
-116.59925098755988 36.75933658268609 48166.7
-116.59924861382478 36.75935638730532 48170.5
-116.5992462041134 36.7593760735493 48175.3
-116.59924376243016 36.75939566166746 48178.3
-116.59924129669947 36.759415154368384 48180.0
-116.59923882216196 36.75943458614369 48180.5
-116.59923633917532 36.75945397053949 48182.5
-116.599233835625 36.75947331594138 48185.1
-116.59923128686916 36.759492605281565 48187.1
-116.59922868096272 36.759511831474335 48189.0
-116.59922601146704 36.75953099578389 48190.6
-116.5992232852482 36.75955011363582 48193.3
-116.59922052460612 36.759569191610936 48195.8
-116.5992177622298 36.759588258081656 48197.9
-116.59921501367008 36.75960732911389 48199.3
-116.59921228892696 36.75962641679108 48200.9
-116.59920958542396 36.75964554910368 48201.4
-116.59920688009002 36.759664727289824 48201.7
-116.59920415735392 36.75968394437204 48201.4
-116.59920141371526 36.759703180986094 48202.6
-116.59919866524352 36.759722394582255 48203.3
-116.59919594079236 36.75974155818337 48203.4
-116.5991932600878 36.75976065341521 48202.3
-116.59919063307387 36.75977966203343 48203.5
-116.59918806378128 36.75979858258593 48205.5
-116.59918552505736 36.759817433746896 48206.8
-116.5991829912821 36.759836221038384 48209.1
-116.59918043045565 36.75985496005769 48210.8
-116.599177804449 36.75987365024511 48210.1
-116.5991751114956 36.7598923100222 48212.1
-116.59917235507696 36.75991095516731 48214.6
-116.59916954340906 36.75992959192793 48216.6
-116.5991666886949 36.75994819531478 48218.3
-116.59916381435562 36.759966743586986 48218.2
-116.59916093696762 36.75998521791632 48217.4
-116.599158072684 36.76000359548087 48218.4
-116.59915524240373 36.76002182566573 48219.0
-116.59915245571268 36.7600399107063 48220.4
-116.59914971063246 36.76005785144504 48224.0
-116.5991469984412 36.76007566521584 48227.9
-116.59914430941524 36.76009336835588 48229.7
-116.59914161984676 36.76011099581308 48230.2
-116.5991389113321 36.76012855543815 48231.1
-116.5991361698436 36.7601460521969 48230.8
-116.59913338761255 36.76016346367405 48232.4
-116.59913058566175 36.760180809739566 48235.5
-116.59912778819265 36.760198110978415 48240.6
-116.5991250183132 36.76021536856444 48243.3
-116.59912230509607 36.76023258355031 48241.7
-116.5991196512998 36.76024976491387 48241.3
-116.59911705493184 36.76026690269328 48242.5
-116.59911450992348 36.76028398631731 48242.9
-116.59911201247183 36.76030101807798 48244.5
-116.5991095336835 36.76031800904734 48246.8
-116.59910704070164 36.76033495391541 48244.3
-116.59910449718537 36.76035186886708 48240.2
-116.59910186161828 36.76036876436197 48239.2
-116.5990991537788 36.76038566725117 48243.1
-116.59909641981316 36.76040259857376 48246.9
-116.5990937209756 36.76041954270113 48245.9
-116.5990911236994 36.76043648554638 48245.3
-116.59908863618897 36.76045341333538 48243.8
-116.59908625204336 36.760470313395885 48243.7
-116.59908395000043 36.76048718202516 48244.2
-116.59908170412884 36.76050404481567 48244.1
-116.59907947662812 36.76052092601879 48243.6
-116.59907725830304 36.76053784423021 48247.7
-116.59907505545888 36.76055480692786 48246.6
-116.59907288159472 36.76057182495484 48241.9
-116.59907073141213 36.76058887293016 48240.0
-116.59906859529995 36.76060592374045 48238.5
-116.599066459338 36.76062296731024 48237.6
-116.59906429601116 36.760640002348346 48237.7
-116.59906208417928 36.76065703637131 48236.1
-116.59905980718185 36.76067407971331 48235.3
-116.59905745818548 36.760691148130114 48234.5
-116.5990550381184 36.76070823553889 48231.7
-116.59905258590288 36.76072534264259 48229.5
-116.5990501355592 36.760742479119656 48230.2
-116.59904771597613 36.76075963778913 48231.3
-116.5990453502218 36.76077682096691 48230.8
-116.59904302440331 36.760794012943975 48228.0
-116.59904072079075 36.76081117980388 48225.2
-116.59903842709991 36.760828285390886 48224.4
-116.5990361508437 36.76084528070032 48223.9
-116.59903391523302 36.76086215859412 48226.1
-116.59903175044134 36.7608788967364 48232.4
-116.59902967797656 36.76089545027975 48233.4
-116.5990276844268 36.760911729234095 48230.8
-116.59902567888528 36.760927675816816 48230.7
-116.59902356680328 36.760943183255534 48228.6
-116.59902125536848 36.76095819405672 48223.3
-116.59901863535632 36.7609724705305 48221.3
-116.59901572755956 36.760986055410655 48221.6
-116.5990125557877 36.760999007262186 48222.9
-116.59900917609052 36.76101140400344 48222.6
-116.5990057023992 36.761023172179925 48222.4
-116.5990022861727 36.7610345224093 48222.1
-116.5989990439558 36.76104563244236 48221.7
-116.59899609261674 36.76105660371023 48224.2
-116.5989935604403 36.7610677480964 48230.0
-116.5989914221064 36.76107928114735 48235.1
-116.59898965989646 36.76109127667948 48239.7
-116.59898820943418 36.76110376345878 48245.2
-116.598986993384 36.76111691734062 48247.1
-116.59898588311088 36.76113060429281 48247.7
-116.59898482050802 36.76114473544429 48249.0
-116.59898377153505 36.76115925097321 48251.8
-116.59898270356793 36.76117414175808 48254.5
-116.59898159857777 36.76118929991178 48256.2
-116.59898044484892 36.761204693980325 48259.5
-116.59897923218942 36.761220309232726 48263.4
-116.59897794523188 36.76123616062985 48265.7
-116.59897658597424 36.761252274598334 48269.1
-116.59897516739063 36.76126845596583 48272.6
-116.59897366079916 36.76128497144868 48275.2
-116.59897206649694 36.76130163652753 48276.4
-116.59897039627548 36.76131848552051 48277.8
-116.59896866324254 36.761335514541365 48281.4
-116.59896687953076 36.76135271216948 48285.2
-116.59896505032704 36.76137006131746 48286.8
-116.59896319075432 36.76138750902107 48287.2
-116.59896130727796 36.761405033397125 48290.1
-116.5989593995865 36.76142262145645 48292.5
-116.59895745548324 36.76144024668894 48293.1
-116.59895547302229 36.761457871401454 48289.7
-116.5989534483276 36.76147546434446 48288.7
-116.5989513807502 36.761493020492615 48289.7
-116.59894927219304 36.76151054411175 48291.0
-116.59894713270812 36.7615280710552 48293.4
-116.5989449583776 36.7615456071927 48293.7
-116.5989427448692 36.76156315305664 48293.2
-116.59894047964023 36.76158068446851 48291.7
-116.59893816553463 36.76159818553765 48289.7
-116.5989358033966 36.76161563884583 48288.9
-116.59893339971998 36.76163304172088 48287.5
-116.59893095713127 36.7616503706488 48287.7
-116.59892848237952 36.76166763553597 48290.5
-116.5989259714421 36.76168483082381 48288.8
-116.59892341875296 36.76170195618664 48288.1
-116.59892081925337 36.761718973274846 48287.3
-116.59891819051668 36.7617359004264 48286.8
-116.598915544703 36.76175275334826 48287.3
-116.59891289922707 36.76176954131146 48287.6
-116.59891029545194 36.76178628333592 48285.1
-116.59890776836812 36.7618030133572 48283.3
-116.59890535115112 36.76181974182121 48286.8
-116.598903071695 36.76183644491826 48290.3
-116.59890096854336 36.761853152691394 48292.2
-116.59889900072332 36.76186981535256 48292.4
-116.59889711684843 36.76188636845925 48291.9
-116.5988952481297 36.76190274441692 48292.0
-116.59889330876103 36.761918734393646 48291.1
-116.59889125128016 36.7619342331709 48287.2
-116.59888904330914 36.76194912179064 48282.7
-116.59888666061136 36.76196337101672 48280.8
-116.59888408549467 36.76197672447679 48278.5
-116.59888137055025 36.76198933420992 48277.8
-116.59887855517375 36.762001256972496 48277.2
-116.59887569033044 36.76201257566798 48274.9
-116.59887286539636 36.762023252912165 48271.8
-116.59887014957168 36.76203358060951 48270.1
-116.59886761706056 36.76204378307316 48271.6
-116.59886535276232 36.762054010827214 48276.2
-116.59886343303693 36.76206476666791 48280.8
-116.59886181923936 36.76207615211195 48285.8
-116.59886047758698 36.762088228349945 48289.2
-116.59885934900636 36.76210096879081 48288.3
-116.59885837649628 36.7621144862381 48284.4
-116.59885746491392 36.76212852150498 48283.6
-116.59885655859811 36.762142962054 48283.9
-116.59885561010348 36.762157728620416 48282.5
-116.59885455671386 36.76217274889438 48282.1
-116.59885336881251 36.76218791757329 48283.4
-116.5988520211382 36.7622031870698 48281.6
-116.59885050751004 36.76221854533985 48281.9
-116.5988488228014 36.76223392760092 48282.4
-116.59884703333373 36.762249345503314 48283.2
-116.5988451881446 36.762264829584254 48286.8
-116.59884333282984 36.76228039981493 48289.2
-116.5988414965586 36.76229610206696 48288.8
-116.59883966758204 36.76231191045067 48288.1
-116.59883782102794 36.76232781032319 48286.7
-116.59883593792028 36.76234380272111 48284.8
-116.59883400551767 36.762359895017205 48280.7
-116.59883204421764 36.762376098321816 48275.2
-116.59883008206806 36.76239244363517 48276.8
-116.59882814347128 36.7624089416444 48280.9
-116.59882623063532 36.76242562131311 48280.7
-116.5988243025936 36.76244240916363 48277.8
-116.59882230390616 36.76245924645913 48272.7
-116.5988201777606 36.762476109278055 48266.6
-116.59881787232896 36.762492937317504 48264.4
-116.5988154278296 36.7625097748144 48267.1
-116.59881288941072 36.76252667094258 48272.8
-116.59881031944374 36.76254364660239 48273.5
-116.598807800647 36.762560742250166 48269.2
-116.59880539011284 36.762577961414166 48266.4
-116.59880311901247 36.76259531071952 48266.6
-116.59880099179216 36.762612774780514 48267.7
-116.5987989899038 36.76263039940833 48267.2
-116.59879703770557 36.76264811114204 48265.0
-116.59879507687845 36.76266586542173 48265.3
-116.59879306097083 36.762683654046114 48267.2
-116.59879094956533 36.76270145058367 48270.1
-116.59878875089233 36.76271925135018 48270.7
-116.59878647284457 36.762737058654494 48268.0
-116.59878412896408 36.76275488536105 48267.5
-116.59878174152416 36.76277275619872 48271.1
-116.5987793483581 36.76279070515894 48279.8
-116.59877697096944 36.76280875689304 48285.1
-116.59877460525529 36.762826910383744 48284.0
-116.59877221947384 36.76284515450792 48282.3
-116.59876978741424 36.762863440489376 48283.9
-116.59876729803152 36.76288173015976 48290.9
-116.59876475572167 36.762899986594455 48293.6
-116.59876217452953 36.762918111010286 48295.2
-116.59875959107916 36.762936041238575 48296.3
-116.59875704209128 36.762953710436726 48296.5
