Long Lat Mag_nT
-116.59871224025233 36.77535612852276 48564.2
-116.59871514161172 36.775372886466975 48562.0
-116.59871795296132 36.77538984733872 48558.3
-116.5987205010534 36.775407015874165 48555.3
-116.59872273440168 36.7754242532591 48556.4
-116.59872465729886 36.77544156938034 48554.9
-116.59872629920396 36.77545895305273 48551.3
-116.59872767369448 36.77547642570827 48548.8
-116.59872882697456 36.77549393133896 48549.4
-116.59872978517896 36.77551150516991 48550.1
-116.5987305733575 36.77552914701605 48548.5
-116.59873120686292 36.77554685568895 48545.8
-116.5987317466719 36.77556458030766 48546.2
-116.59873224093472 36.77558234064077 48543.6
-116.5987327263326 36.775600140966 48543.2
-116.59873323379358 36.775617977464925 48543.5
-116.59873377242192 36.775635839833576 48542.2
-116.59873433060145 36.77565372469461 48539.7
-116.5987348704208 36.77567164906981 48536.6
-116.59873531877015 36.775689640678806 48535.6
-116.59873565192451 36.77570765561767 48535.2
-116.59873587929636 36.77572569058265 48535.6
-116.59873602897964 36.77574372822589 48535.8
-116.59873614123026 36.77576174439108 48533.4
-116.59873626826416 36.77577973965053 48530.1
-116.59873643776292 36.77579773461366 48530.3
-116.598736665044 36.77581574381788 48532.1
-116.5987369584468 36.77583378112663 48531.2
-116.59873729679856 36.77585186045975 48530.5
-116.59873765721464 36.77586996997079 48529.3
-116.59873801308804 36.77588810405164 48528.8
-116.59873833095789 36.7759062543162 48528.0
-116.59873858854004 36.77592439367935 48525.4
-116.59873876644568 36.775942521169405 48526.3
-116.59873884928086 36.77596063180866 48525.8
-116.59873881247196 36.775978702247535 48524.2
-116.59873868145372 36.77599668643148 48522.4
-116.59873848986848 36.77601459577237 48520.4
-116.5987382735487 36.77603243655113 48520.4
-116.598738075561 36.77605020989501 48521.7
-116.5987379365776 36.7760679487512 48521.8
-116.59873789284724 36.77608566411478 48521.5
-116.59873797733188 36.77610336174655 48521.4
-116.59873823680316 36.77612104115404 48520.1
-116.59873865639776 36.77613876378391 48518.5
-116.59873920314377 36.77615653319307 48516.3
-116.59873982574553 36.77617437426384 48513.8
-116.59874045424408 36.77619232846224 48514.6
-116.5987410145374 36.77621037208237 48512.9
-116.59874146916752 36.77622849644963 48509.4
-116.5987417931378 36.77624670110114 48506.2
-116.59874194461584 36.776265000116005 48505.1
-116.59874194050111 36.77628333899793 48505.9
-116.59874181541193 36.77630174482141 48506.7
-116.59874163494344 36.776320221207946 48506.8
-116.59874148443656 36.77633876840238 48505.4
-116.59874142386852 36.77635738631916 48504.7
-116.59874147173036 36.77637606208116 48503.5
-116.59874161300849 36.77639478634976 48501.0
-116.59874182306616 36.776413564947774 48498.8
-116.59874205899932 36.7764324078336 48498.1
-116.5987422957242 36.77645131521952 48497.4
-116.59874251943108 36.77647029920785 48497.5
-116.59874273367816 36.776489373746486 48496.4
-116.59874295398224 36.7765085221554 48495.4
-116.59874319464836 36.77652773565856 48494.4
-116.59874346144213 36.7765469921244 48496.6
-116.59874375384412 36.776566246585006 48497.0
-116.59874406167728 36.77658544711794 48494.1
-116.59874437212208 36.77660456378052 48490.5
-116.59874467078734 36.77662360051875 48490.2
-116.59874494684392 36.77664257335319 48490.7
-116.59874520852595 36.77666149896651 48492.4
-116.59874547220365 36.776680385880574 48495.0
-116.59874575302167 36.77669923182513 48496.2
-116.59874605862892 36.776718012458886 48495.4
-116.59874638786869 36.77673671434283 48492.6
-116.59874673975584 36.776755314566245 48488.0
-116.59874711226853 36.77677380807174 48489.3
-116.59874750123596 36.776792194696725 48494.2
-116.59874788975506 36.776810514981015 48495.2
-116.59874825876382 36.7768287897975 48494.2
-116.59874858818507 36.77684704198997 48492.6
-116.59874884181768 36.77686530071153 48494.4
-116.5987490122796 36.776883559446766 48496.2
-116.59874911750292 36.7769018292541 48497.6
-116.59874918255144 36.77692009456544 48496.4
-116.59874921615264 36.77693832063235 48495.6
-116.59874922030684 36.77695647771197 48494.1
-116.59874919111614 36.77697455827976 48491.7
-116.59874912687296 36.77699257036301 48493.2
-116.59874902609384 36.777010521798886 48495.1
-116.59874890363156 36.77702841988313 48494.2
-116.59874877266452 36.7770462729244 48491.8
-116.59874864026315 36.77706409632064 48492.1
-116.59874850482495 36.777081921554014 48494.5
-116.59874836208076 36.77709976973096 48493.8
-116.5987482059756 36.777117639125215 48491.8
-116.598748034438 36.777135514466885 48490.2
-116.59874785699569 36.77715337839287 48490.1
-116.59874769223389 36.77717122588973 48489.0
-116.59874755861864 36.77718905897115 48489.8
-116.59874747476702 36.777206881554 48490.5
