Counter,Date,Time,LatitudeSensor1,LongitudeSensor1,MagSensor1,Signal1,Track,LocationSource,Hdop,FixQuality, SatellitesUsed, Altitude,HeightOverEllipsoid,SpeedOverGround,MagneticVariation,VariationDirection,ModeIndicator,GgaSentence,RmcSentence,EventCode,EventInfo,EventText,EventData,,,,,,,,,,,,,,,,,,,,,,
65229,7/6/2022,49:38.7,43.98988103,-112.3387273,52940.666,1443,238.6,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65230,7/6/2022,49:38.8,43.9898808,-112.3387284,52941.863,1443,240.4,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65231,7/6/2022,49:38.9,43.98988057,-112.3387295,52942.188,1433,242.2,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65232,7/6/2022,49:39.0,43.98988033,-112.3387307,52941.662,1426,244,G,0.6,2,19,1583.78,-17.1,1.7,0, ,D,'$GPGGA,174939,4359.39282,N,11220.32384,W,2,19,0.6,1583.78,M,-17.1,M,,*6F','$GPRMC,174939,A,4359.39282,N,11220.32384,W,1.7,244,60722,,,D*7A'
65233,7/6/2022,49:39.1,43.98988022,-112.338732,52943.285,1426,245.7,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65234,7/6/2022,49:39.2,43.9898801,-112.3387333,52944.099,1436,247.4,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65235,7/6/2022,49:39.3,43.98987998,-112.3387346,52943.778,1438,249.1,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65236,7/6/2022,49:39.4,43.98987987,-112.3387359,52945.99,1440,250.8,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65237,7/6/2022,49:39.5,43.98987975,-112.3387372,52946.9,1453,252.5,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65238,7/6/2022,49:39.6,43.98987963,-112.3387385,52948.714,1443,254.2,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65239,7/6/2022,49:39.7,43.98987952,-112.3387398,52951.539,1436,255.9,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65240,7/6/2022,49:39.8,43.9898794,-112.3387411,52950.582,1443,257.6,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65241,7/6/2022,49:39.9,43.98987928,-112.3387424,52948.657,1443,259.3,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65242,7/6/2022,49:40.0,43.98987917,-112.3387437,52947.809,1440,261,G,0.6,2,19,1583.66,-17.1,2,0, ,D,'$GPGGA,174940,4359.39275,N,11220.32462,W,2,19,0.6,1583.66,M,-17.1,M,,*69','$GPRMC,174940,A,4359.39275,N,11220.32462,W,2,261,60722,,,D*70'
65243,7/6/2022,49:40.1,43.98987905,-112.338745,52946.909,1433,261.7,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65244,7/6/2022,49:40.2,43.98987893,-112.3387464,52945.966,1423,262.4,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65245,7/6/2022,49:40.3,43.98987882,-112.3387477,52945.894,1433,263.1,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65246,7/6/2022,49:40.4,43.9898787,-112.3387491,52946.359,1443,263.8,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65247,7/6/2022,49:40.5,43.98987858,-112.3387504,52948.049,1448,264.5,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65248,7/6/2022,49:40.6,43.98987847,-112.3387518,52951.812,1453,265.1,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65249,7/6/2022,49:40.7,43.98987835,-112.3387531,52954.374,1453,265.8,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65250,7/6/2022,49:40.8,43.98987823,-112.3387545,52956.792,1433,266.5,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65251,7/6/2022,49:40.9,43.98987812,-112.3387558,52960.961,1426,267.2,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65252,7/6/2022,49:41.0,43.989878,-112.3387572,52962.997,1416,267.9,G,0.6,2,19,1583.68,-17.1,2.1,0, ,D,'$GPGGA,174941,4359.39268,N,11220.32543,W,2,19,0.6,1583.68,M,-17.1,M,,*68','$GPRMC,174941,A,4359.39268,N,11220.32543,W,2.1,267.9,60722,,,D*71'
65253,7/6/2022,49:41.1,43.98987745,-112.338758,52964.921,1426,264.9,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65254,7/6/2022,49:41.2,43.9898769,-112.3387588,52964.801,1431,261.9,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65255,7/6/2022,49:41.3,43.98987635,-112.3387597,52965.376,1433,258.9,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65256,7/6/2022,49:41.4,43.9898758,-112.3387605,52966.406,1436,255.9,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65257,7/6/2022,49:41.5,43.98987525,-112.3387613,52968.474,1433,252.9,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65258,7/6/2022,49:41.6,43.9898747,-112.3387622,52967.109,1431,249.9,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65259,7/6/2022,49:41.7,43.98987415,-112.338763,52966.238,1453,246.9,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65260,7/6/2022,49:41.8,43.9898736,-112.3387638,52967.34,1450,243.9,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65261,7/6/2022,49:41.9,43.98987305,-112.3387647,52968.147,1438,240.9,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65262,7/6/2022,49:42.0,43.9898725,-112.3387655,52967.675,1440,237.9,G,0.6,2,19,1583.9,-17.1,1.5,0, ,D,'$GPGGA,174942,4359.39235,N,11220.32593,W,2,19,0.6,1583.9,M,-17.1,M,,*69','$GPRMC,174942,A,4359.39235,N,11220.32593,W,1.5,237.9,60722,,,D*75'
65263,7/6/2022,49:42.1,43.98987228,-112.3387664,52968.666,1448,239.9,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65264,7/6/2022,49:42.2,43.98987207,-112.3387672,52969.608,1462,241.8,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65265,7/6/2022,49:42.3,43.98987185,-112.3387681,52973.113,1445,243.8,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65266,7/6/2022,49:42.4,43.98987163,-112.338769,52975.795,1428,245.7,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65267,7/6/2022,49:42.5,43.98987142,-112.3387698,52979.676,1382,247.7,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65268,7/6/2022,49:42.6,43.9898712,-112.3387707,52981.009,1392,249.7,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65269,7/6/2022,49:42.7,43.98987098,-112.3387716,52982.718,1392,251.6,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65270,7/6/2022,49:42.8,43.98987077,-112.3387724,52981.752,1406,253.6,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65271,7/6/2022,49:42.9,43.98987055,-112.3387733,52981.424,1421,255.5,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65272,7/6/2022,49:43.0,43.98987033,-112.3387742,52977.552,1433,257.5,G,0.6,2,19,1584.05,-17.1,1.3,0, ,D,'$GPGGA,174943,4359.39222,N,11220.32645,W,2,19,0.6,1584.05,M,-17.1,M,,*6D','$GPRMC,174943,A,4359.39222,N,11220.32645,W,1.3,257.5,60722,,,D*76'
65273,7/6/2022,49:43.1,43.98987077,-112.3387751,52972.697,1443,259.3,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65274,7/6/2022,49:43.2,43.9898712,-112.338776,52970.981,1448,261.1,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65275,7/6/2022,49:43.3,43.98987163,-112.3387769,52969.168,1455,262.9,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65276,7/6/2022,49:43.4,43.98987207,-112.3387778,52968.57,1450,264.7,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65277,7/6/2022,49:43.5,43.9898725,-112.3387788,52967.756,1443,266.6,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65278,7/6/2022,49:43.6,43.98987293,-112.3387797,52967.507,1440,268.4,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65279,7/6/2022,49:43.7,43.98987337,-112.3387806,52967.636,1438,270.2,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65280,7/6/2022,49:43.8,43.9898738,-112.3387815,52970.255,1426,272,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65281,7/6/2022,49:43.9,43.98987423,-112.3387824,52973.033,1426,273.8,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65282,7/6/2022,49:44.0,43.98987467,-112.3387833,52976.961,1416,275.6,G,0.6,2,19,1583.8,-17.1,2,0, ,D,'$GPGGA,174944,4359.39248,N,11220.327,W,2,19,0.6,1583.8,M,-17.1,M,,*6C','$GPRMC,174944,A,4359.39248,N,11220.327,W,2,275.6,60722,,,D*7E'
65283,7/6/2022,49:44.1,43.98987462,-112.3387843,52973.823,1433,273.8,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65284,7/6/2022,49:44.2,43.98987457,-112.3387853,52973.113,1433,272,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65285,7/6/2022,49:44.3,43.98987452,-112.3387862,52970.934,1433,270.1,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65286,7/6/2022,49:44.4,43.98987447,-112.3387872,52967.364,1428,268.3,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65287,7/6/2022,49:44.5,43.98987442,-112.3387882,52960.737,1438,266.5,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65288,7/6/2022,49:44.6,43.98987437,-112.3387891,52957.448,1433,264.7,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65289,7/6/2022,49:44.7,43.98987432,-112.3387901,52951.108,1443,262.9,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65290,7/6/2022,49:44.8,43.98987427,-112.3387911,52945.186,1445,261,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65291,7/6/2022,49:44.9,43.98987422,-112.338792,52942.595,1450,259.2,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65292,7/6/2022,49:45.0,43.98987417,-112.338793,52941.648,1450,257.4,G,0.6,2,19,1584.01,-17.1,1.7,0, ,D,'$GPGGA,174945,4359.39245,N,11220.32758,W,2,19,0.6,1584.01,M,-17.1,M,,*63','$GPRMC,174945,A,4359.39245,N,11220.32758,W,1.7,257.4,60722,,,D*79'
65293,7/6/2022,49:45.1,43.98987367,-112.3387943,52942.332,1438,256.3,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65294,7/6/2022,49:45.2,43.98987317,-112.3387957,52943.524,1421,255.1,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65295,7/6/2022,49:45.3,43.98987267,-112.338797,52942.509,1433,254,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65296,7/6/2022,49:45.4,43.98987217,-112.3387983,52942.916,1438,252.8,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65297,7/6/2022,49:45.5,43.98987167,-112.3387997,52942.031,1438,251.7,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65298,7/6/2022,49:45.6,43.98987117,-112.338801,52939.617,1438,250.6,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65299,7/6/2022,49:45.7,43.98987067,-112.3388023,52936.276,1436,249.4,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65300,7/6/2022,49:45.8,43.98987017,-112.3388037,52928.911,1443,248.3,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65301,7/6/2022,49:45.9,43.98986967,-112.338805,52923.075,1455,247.1,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65302,7/6/2022,49:46.0,43.98986917,-112.3388063,52919.834,1445,246,G,0.6,2,19,1583.81,-17.1,1.5,0, ,D,'$GPGGA,174946,4359.39215,N,11220.32838,W,2,19,0.6,1583.81,M,-17.1,M,,*63','$GPRMC,174946,A,4359.39215,N,11220.32838,W,1.5,246,60722,,,D*70'
65303,7/6/2022,49:46.1,43.98986867,-112.3388073,52914.141,1448,247.6,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65304,7/6/2022,49:46.2,43.98986817,-112.3388082,52911.929,1440,249.2,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65305,7/6/2022,49:46.3,43.98986767,-112.3388092,52913.064,1438,250.7,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65306,7/6/2022,49:46.4,43.98986717,-112.3388101,52914.272,1428,252.3,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65307,7/6/2022,49:46.5,43.98986667,-112.3388111,52918.087,1416,253.9,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65308,7/6/2022,49:46.6,43.98986617,-112.338812,52921.126,1426,255.5,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65309,7/6/2022,49:46.7,43.98986567,-112.338813,52921.413,1436,257.1,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65310,7/6/2022,49:46.8,43.98986517,-112.3388139,52922.642,1433,258.6,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65311,7/6/2022,49:46.9,43.98986467,-112.3388149,52920.445,1438,260.2,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65312,7/6/2022,49:47.0,43.98986417,-112.3388158,52915.792,1440,261.8,G,0.6,2,19,1583.9,-17.1,1.7,0, ,D,'$GPGGA,174947,4359.39185,N,11220.32895,W,2,19,0.6,1583.9,M,-17.1,M,,*6F','$GPRMC,174947,A,4359.39185,N,11220.32895,W,1.7,261.8,60722,,,D*73'
65313,7/6/2022,49:47.1,43.98986407,-112.3388172,52909.596,1438,262.6,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65314,7/6/2022,49:47.2,43.98986397,-112.3388185,52905.183,1450,263.4,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65315,7/6/2022,49:47.3,43.98986387,-112.3388198,52902.755,1450,264.2,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65316,7/6/2022,49:47.4,43.98986377,-112.3388211,52899.837,1450,265,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65317,7/6/2022,49:47.5,43.98986367,-112.3388224,52899.132,1450,265.8,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65318,7/6/2022,49:47.6,43.98986357,-112.3388237,52899.108,1445,266.6,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65319,7/6/2022,49:47.7,43.98986347,-112.3388251,52901.607,1436,267.4,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65320,7/6/2022,49:47.8,43.98986337,-112.3388264,52904.753,1431,268.2,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65321,7/6/2022,49:47.9,43.98986327,-112.3388277,52905.865,1436,269,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65322,7/6/2022,49:48.0,43.98986317,-112.338829,52906.798,1438,269.8,G,0.6,2,19,1583.83,-17.1,2,0, ,D,'$GPGGA,174948,4359.39179,N,11220.32974,W,2,19,0.6,1583.83,M,-17.1,M,,*6F','$GPRMC,174948,A,4359.39179,N,11220.32974,W,2,269.8,60722,,,D*7D'
65323,7/6/2022,49:48.1,43.98986392,-112.3388302,52905.052,1438,271.3,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65324,7/6/2022,49:48.2,43.98986467,-112.3388314,52901.26,1436,272.7,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65325,7/6/2022,49:48.3,43.98986542,-112.3388327,52897.636,1445,274.2,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65326,7/6/2022,49:48.4,43.98986617,-112.3388339,52894.121,1453,275.6,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65327,7/6/2022,49:48.5,43.98986692,-112.3388351,52892.446,1443,277.1,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65328,7/6/2022,49:48.6,43.98986767,-112.3388363,52890.437,1445,278.5,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65329,7/6/2022,49:48.7,43.98986842,-112.3388375,52890.091,1445,280,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65330,7/6/2022,49:48.8,43.98986917,-112.3388387,52890.185,1436,281.4,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65331,7/6/2022,49:48.9,43.98986992,-112.33884,52892.745,1418,282.9,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65332,7/6/2022,49:49.0,43.98987067,-112.3388412,52895.567,1404,284.3,G,0.6,2,19,1584.2,-17.1,2,0, ,D,'$GPGGA,174949,4359.39224,N,11220.33047,W,2,19,0.6,1584.2,M,-17.1,M,,*63','$GPRMC,174949,A,4359.39224,N,11220.33047,W,2,284.3,60722,,,D*77'
65333,7/6/2022,49:49.1,43.98987058,-112.3388424,52894.933,1428,282.3,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65334,7/6/2022,49:49.2,43.9898705,-112.3388436,52898.808,1428,280.3,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65335,7/6/2022,49:49.3,43.98987042,-112.3388448,52898.94,1431,278.3,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65336,7/6/2022,49:49.4,43.98987033,-112.338846,52897.936,1438,276.3,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65337,7/6/2022,49:49.5,43.98987025,-112.3388473,52895.77,1438,274.4,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65338,7/6/2022,49:49.6,43.98987017,-112.3388485,52892.028,1450,272.4,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65339,7/6/2022,49:49.7,43.98987008,-112.3388497,52889.504,1453,270.4,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65340,7/6/2022,49:49.8,43.98987,-112.3388509,52884.134,1455,268.4,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65341,7/6/2022,49:49.9,43.98986992,-112.3388521,52881.623,1450,266.4,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65342,7/6/2022,49:50.0,43.98986983,-112.3388533,52879.827,1443,264.4,G,0.6,2,19,1584.13,-17.1,1.8,0, ,D,'$GPGGA,174950,4359.39219,N,11220.3312,W,2,19,0.6,1584.13,M,-17.1,M,,*65','$GPRMC,174950,A,4359.39219,N,11220.3312,W,1.8,264.4,60722,,,D*73'
65343,7/6/2022,49:50.1,43.9898694,-112.3388543,52879.902,1426,263.3,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65344,7/6/2022,49:50.2,43.98986897,-112.3388552,52881.575,1396,262.3,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65345,7/6/2022,49:50.3,43.98986853,-112.3388562,52878.43,1414,261.2,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65346,7/6/2022,49:50.4,43.9898681,-112.3388571,52878.884,1421,260.1,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65347,7/6/2022,49:50.5,43.98986767,-112.3388581,52882.136,1433,259.1,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65348,7/6/2022,49:50.6,43.98986723,-112.338859,52882.184,1438,258,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65349,7/6/2022,49:50.7,43.9898668,-112.33886,52878.358,1438,256.9,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65350,7/6/2022,49:50.8,43.98986637,-112.3388609,52871.327,1436,255.8,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65351,7/6/2022,49:50.9,43.98986593,-112.3388619,52862.595,1448,254.8,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65352,7/6/2022,49:51.0,43.9898655,-112.3388628,52849.904,1453,253.7,G,0.6,2,19,1584.36,-17.1,1.7,0, ,D,'$GPGGA,174951,4359.39193,N,11220.33177,W,2,19,0.6,1584.36,M,-17.1,M,,*60','$GPRMC,174951,A,4359.39193,N,11220.33177,W,1.7,253.7,60722,,,D*79'
65353,7/6/2022,49:51.1,43.98986517,-112.3388641,52844.593,1455,254.8,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65354,7/6/2022,49:51.2,43.98986483,-112.3388653,52845.11,1460,255.8,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65355,7/6/2022,49:51.3,43.9898645,-112.3388665,52845.89,1455,256.9,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65356,7/6/2022,49:51.4,43.98986417,-112.3388677,52847.858,1423,257.9,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65357,7/6/2022,49:51.5,43.98986383,-112.3388689,52851.845,1406,259,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65358,7/6/2022,49:51.6,43.9898635,-112.3388701,52856.911,1389,260.1,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65359,7/6/2022,49:51.7,43.98986317,-112.3388714,52858.111,1392,261.1,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65360,7/6/2022,49:51.8,43.98986283,-112.3388726,52859.354,1394,262.2,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65361,7/6/2022,49:51.9,43.9898625,-112.3388738,52854.999,1414,263.2,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65362,7/6/2022,49:52.0,43.98986217,-112.338875,52847.658,1433,264.3,G,0.6,2,19,1584.58,-17.1,1.6,0, ,D,'$GPGGA,174952,4359.39173,N,11220.3325,W,2,19,0.6,1584.58,M,-17.1,M,,*63','$GPRMC,174952,A,4359.39173,N,11220.3325,W,1.6,264.3,60722,,,D*73'
65363,7/6/2022,49:52.1,43.98986187,-112.3388759,52840.468,1450,265.9,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65364,7/6/2022,49:52.2,43.98986157,-112.3388767,52835.89,1448,267.5,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65365,7/6/2022,49:52.3,43.98986127,-112.3388776,52829.863,1445,269.1,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65366,7/6/2022,49:52.4,43.98986097,-112.3388784,52826.559,1443,270.7,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65367,7/6/2022,49:52.5,43.98986067,-112.3388793,52824.743,1443,272.4,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65368,7/6/2022,49:52.6,43.98986037,-112.3388801,52823.182,1440,274,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65369,7/6/2022,49:52.7,43.98986007,-112.338881,52821.854,1428,275.6,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65370,7/6/2022,49:52.8,43.98985977,-112.3388818,52817.697,1436,277.2,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65371,7/6/2022,49:52.9,43.98985947,-112.3388827,52815.841,1440,278.8,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65372,7/6/2022,49:53.0,43.98985917,-112.3388835,52814.688,1440,280.4,G,0.6,2,19,1584.43,-17.1,1.4,0, ,D,'$GPGGA,174953,4359.39155,N,11220.33301,W,2,19,0.6,1584.43,M,-17.1,M,,*69','$GPRMC,174953,A,4359.39155,N,11220.33301,W,1.4,280.4,60722,,,D*7C'
65373,7/6/2022,49:53.1,43.989859,-112.3388841,52812.911,1440,277,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65374,7/6/2022,49:53.2,43.98985883,-112.3388847,52809.688,1440,273.5,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65375,7/6/2022,49:53.3,43.98985867,-112.3388854,52805.618,1445,270.1,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65376,7/6/2022,49:53.4,43.9898585,-112.338886,52801.143,1445,266.6,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65377,7/6/2022,49:53.5,43.98985833,-112.3388866,52796.327,1450,263.2,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65378,7/6/2022,49:53.6,43.98985817,-112.3388872,52794.734,1458,259.8,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65379,7/6/2022,49:53.7,43.989858,-112.3388878,52792.824,1450,256.3,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65380,7/6/2022,49:53.8,43.98985783,-112.3388884,52790.372,1443,252.9,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65381,7/6/2022,49:53.9,43.98985767,-112.3388891,52789.256,1443,249.4,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65382,7/6/2022,49:54.0,43.9898575,-112.3388897,52788.844,1445,246,G,0.6,2,19,1584.48,-17.1,0.9,0, ,D,'$GPGGA,174954,4359.39145,N,11220.33338,W,2,19,0.6,1584.48,M,-17.1,M,,*6E','$GPRMC,174954,A,4359.39145,N,11220.33338,W,0.9,246,60722,,,D*72'
65383,7/6/2022,49:54.1,43.98985745,-112.3388905,52787.728,1448,243.1,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
