Counter,Date,Time,LatitudeSensor1,LongitudeSensor1,MagSensor1,Signal1,Track,LocationSource,Hdop,FixQuality, SatellitesUsed, Altitude,HeightOverEllipsoid,SpeedOverGround,MagneticVariation,VariationDirection,ModeIndicator,GgaSentence,RmcSentence,EventCode,EventInfo,EventText,EventData,,,,,,,,,,,,,,,,,,,,,,
35404,7/6/2022,59:56.2,43.98896917,-112.31296,52941.949,1433,340.4,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35405,7/6/2022,59:56.3,43.98896917,-112.31296,52941.087,1436,330.6,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35406,7/6/2022,59:56.4,43.98896917,-112.31296,52938.061,1436,320.8,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35407,7/6/2022,59:56.5,43.98896917,-112.31296,52933.849,1431,311,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35408,7/6/2022,59:56.6,43.98896917,-112.31296,52928.217,1431,301.2,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35409,7/6/2022,59:56.7,43.98896917,-112.31296,52924.213,1428,291.4,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35410,7/6/2022,59:56.8,43.98896917,-112.31296,52922.764,1418,281.6,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35411,7/6/2022,59:56.9,43.98896917,-112.31296,52921.914,1406,271.8,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35412,7/6/2022,59:57.0,43.98896917,-112.31296,52920.982,1396,262,G,0.6,2,19,1569.43,-17,0.6,0, ,D,'$GPGGA,165957,4359.33815,N,11218.7776,W,2,19,0.6,1569.43,M,-17,M,,*60','$GPRMC,165957,A,4359.33815,N,11218.7776,W,0.6,262,60722,,,D*7C'
35413,7/6/2022,59:57.1,43.98896917,-112.31296,52920.754,1392,251.7,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35414,7/6/2022,59:57.2,43.98896917,-112.31296,52921.006,1387,241.5,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35415,7/6/2022,59:57.3,43.98896917,-112.31296,52920.946,1379,231.2,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35416,7/6/2022,59:57.4,43.98896917,-112.31296,52920.134,1377,221,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35417,7/6/2022,59:57.5,43.98896917,-112.31296,52919.773,1384,210.7,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35418,7/6/2022,59:57.6,43.98896917,-112.31296,52919.642,1401,200.4,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35419,7/6/2022,59:57.7,43.98896917,-112.31296,52920.408,1406,190.2,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35420,7/6/2022,59:57.8,43.98896917,-112.31296,52921.472,1401,179.9,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35421,7/6/2022,59:57.9,43.98896917,-112.31296,52922.514,1399,169.7,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35422,7/6/2022,59:58.0,43.98896917,-112.31296,52923.373,1404,159.4,G,0.6,2,19,1569.43,-17,0.5,0, ,D,'$GPGGA,165958,4359.33815,N,11218.7776,W,2,19,0.6,1569.43,M,-17,M,,*6F','$GPRMC,165958,A,4359.33815,N,11218.7776,W,0.5,159.4,60722,,,D*7F'
35423,7/6/2022,59:58.1,43.98896917,-112.31296,52923.923,1406,160.9,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35424,7/6/2022,59:58.2,43.98896917,-112.31296,52923.806,1411,162.4,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35425,7/6/2022,59:58.3,43.98896917,-112.31296,52923.601,1421,163.8,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35426,7/6/2022,59:58.4,43.98896917,-112.31296,52923.23,1426,165.3,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35427,7/6/2022,59:58.5,43.98896917,-112.31296,52922.74,1431,166.8,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35428,7/6/2022,59:58.6,43.98896917,-112.31296,52922.285,1436,168.3,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35429,7/6/2022,59:58.7,43.98896917,-112.31296,52921.998,1443,169.8,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35430,7/6/2022,59:58.8,43.98896917,-112.31296,52921.676,1450,171.2,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35431,7/6/2022,59:58.9,43.98896917,-112.31296,52921.472,1455,172.7,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35432,7/6/2022,59:59.0,43.98896917,-112.31296,52921.328,1460,174.2,G,0.6,2,19,1569.43,-17,0.2,0, ,D,'$GPGGA,165959,4359.33815,N,11218.7776,W,2,19,0.6,1569.43,M,-17,M,,*6E','$GPRMC,165959,A,4359.33815,N,11218.7776,W,0.2,174.2,60722,,,D*70'
35433,7/6/2022,59:59.1,43.98896917,-112.31296,52921.28,1462,190.6,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35434,7/6/2022,59:59.2,43.98896917,-112.31296,52920.995,1462,206.9,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35435,7/6/2022,59:59.3,43.98896917,-112.31296,52920.743,1465,223.3,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35436,7/6/2022,59:59.4,43.98896917,-112.31296,52920.539,1465,239.7,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35437,7/6/2022,59:59.5,43.98896917,-112.31296,52920.312,1467,256.1,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35438,7/6/2022,59:59.6,43.98896917,-112.31296,52920.443,1467,272.4,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35439,7/6/2022,59:59.7,43.98896917,-112.31296,52920.276,1465,288.8,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35440,7/6/2022,59:59.8,43.98896917,-112.31296,52920.325,1465,305.2,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35441,7/6/2022,59:59.9,43.98896917,-112.31296,52919.941,1465,321.5,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35442,7/6/2022,00:00.0,43.98896917,-112.31296,52919.32,1467,337.9,G,0.6,2,19,1569.43,-17,0.8,0, ,D,'$GPGGA,170000,4359.33815,N,11218.7776,W,2,19,0.6,1569.43,M,-17,M,,*6F','$GPRMC,170000,A,4359.33815,N,11218.7776,W,0.8,337.9,60722,,,D*75'
35443,7/6/2022,00:00.1,43.98896938,-112.3129602,52918.398,1467,340.1,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35444,7/6/2022,00:00.2,43.9889696,-112.3129604,52917.55,1472,342.3,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35445,7/6/2022,00:00.3,43.98896982,-112.3129606,52917.095,1472,344.5,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35446,7/6/2022,00:00.4,43.98897003,-112.3129607,52917.023,1470,346.7,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35447,7/6/2022,00:00.5,43.98897025,-112.3129609,52916.808,1470,349,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35448,7/6/2022,00:00.6,43.98897047,-112.3129611,52916.473,1475,351.2,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35449,7/6/2022,00:00.7,43.98897068,-112.3129613,52915.875,1472,353.4,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35450,7/6/2022,00:00.8,43.9889709,-112.3129615,52915.361,1475,355.6,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35451,7/6/2022,00:00.9,43.98897112,-112.3129617,52915.133,1475,357.8,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35452,7/6/2022,00:01.0,43.98897133,-112.3129618,52914.895,1477,0,G,0.6,2,19,1569.13,-17,0.1,0, ,D,'$GPGGA,170001,4359.33828,N,11218.77771,W,2,19,0.6,1569.13,M,-17,M,,*65','$GPRMC,170001,A,4359.33828,N,11218.77771,W,0.1,0,60722,,,D*7D'
35453,7/6/2022,00:01.1,43.98897133,-112.3129618,52914.87,1477,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35454,7/6/2022,00:01.2,43.98897133,-112.3129618,52915.085,1477,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35455,7/6/2022,00:01.3,43.98897133,-112.3129618,52915.289,1477,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35456,7/6/2022,00:01.4,43.98897133,-112.3129618,52915.612,1475,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35457,7/6/2022,00:01.5,43.98897133,-112.3129618,52915.84,1475,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35458,7/6/2022,00:01.6,43.98897133,-112.3129618,52915.779,1472,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35459,7/6/2022,00:01.7,43.98897133,-112.3129618,52915.875,1472,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35460,7/6/2022,00:01.8,43.98897133,-112.3129618,52916.031,1472,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35461,7/6/2022,00:01.9,43.98897133,-112.3129618,52916.282,1472,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35462,7/6/2022,00:02.0,43.98897133,-112.3129618,52916.533,1472,0,G,0.6,2,19,1569.13,-17,0.1,0, ,D,'$GPGGA,170002,4359.33828,N,11218.77771,W,2,19,0.6,1569.13,M,-17,M,,*66','$GPRMC,170002,A,4359.33828,N,11218.77771,W,0.1,0,60722,,,D*7E'
35463,7/6/2022,00:02.1,43.98897133,-112.3129618,52916.915,1470,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35464,7/6/2022,00:02.2,43.98897133,-112.3129618,52916.832,1467,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35465,7/6/2022,00:02.3,43.98897133,-112.3129618,52916.916,1467,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35466,7/6/2022,00:02.4,43.98897133,-112.3129618,52916.867,1465,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35467,7/6/2022,00:02.5,43.98897133,-112.3129618,52916.844,1467,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35468,7/6/2022,00:02.6,43.98897133,-112.3129618,52916.688,1467,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35469,7/6/2022,00:02.7,43.98897133,-112.3129618,52916.747,1467,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35470,7/6/2022,00:02.8,43.98897133,-112.3129618,52916.773,1467,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35471,7/6/2022,00:02.9,43.98897133,-112.3129618,52916.736,1467,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35472,7/6/2022,00:03.0,43.98897133,-112.3129618,52916.664,1467,0,G,0.6,2,19,1569.13,-17,0,0, ,D,'$GPGGA,170003,4359.33828,N,11218.77771,W,2,19,0.6,1569.13,M,-17,M,,*67','$GPRMC,170003,A,4359.33828,N,11218.77771,W,0,0,60722,,,D*7E'
35473,7/6/2022,00:03.1,43.98897133,-112.3129618,52916.545,1467,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35474,7/6/2022,00:03.2,43.98897133,-112.3129618,52916.664,1465,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35475,7/6/2022,00:03.3,43.98897133,-112.3129618,52916.593,1467,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35476,7/6/2022,00:03.4,43.98897133,-112.3129618,52916.545,1465,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35477,7/6/2022,00:03.5,43.98897133,-112.3129618,52916.438,1467,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35478,7/6/2022,00:03.6,43.98897133,-112.3129618,52916.377,1467,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35479,7/6/2022,00:03.7,43.98897133,-112.3129618,52916.389,1467,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35480,7/6/2022,00:03.8,43.98897133,-112.3129618,52916.366,1465,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35481,7/6/2022,00:03.9,43.98897133,-112.3129618,52916.473,1465,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35482,7/6/2022,00:04.0,43.98897133,-112.3129618,52916.533,1465,0,G,0.6,2,19,1569.13,-17,0,0, ,D,'$GPGGA,170004,4359.33828,N,11218.77771,W,2,19,0.6,1569.13,M,-17,M,,*60','$GPRMC,170004,A,4359.33828,N,11218.77771,W,0,0,60722,,,D*79'
35483,7/6/2022,00:04.1,43.98897133,-112.3129618,52916.556,1465,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35484,7/6/2022,00:04.2,43.98897133,-112.3129618,52916.425,1465,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35485,7/6/2022,00:04.3,43.98897133,-112.3129618,52916.318,1465,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35486,7/6/2022,00:04.4,43.98897133,-112.3129618,52916.21,1465,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35487,7/6/2022,00:04.5,43.98897133,-112.3129618,52916.449,1465,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35488,7/6/2022,00:04.6,43.98897133,-112.3129618,52916.497,1462,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35489,7/6/2022,00:04.7,43.98897133,-112.3129618,52916.593,1462,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35490,7/6/2022,00:04.8,43.98897133,-112.3129618,52916.533,1465,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35491,7/6/2022,00:04.9,43.98897133,-112.3129618,52916.593,1465,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35492,7/6/2022,00:05.0,43.98897133,-112.3129618,52916.521,1462,0,G,0.6,2,19,1569.13,-17,0,0, ,D,'$GPGGA,170005,4359.33828,N,11218.77771,W,2,19,0.6,1569.13,M,-17,M,,*61','$GPRMC,170005,A,4359.33828,N,11218.77771,W,0,0,60722,,,D*78'
35493,7/6/2022,00:05.1,43.98897133,-112.3129618,52916.593,1462,346.8,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35494,7/6/2022,00:05.2,43.98897133,-112.3129618,52916.593,1462,333.6,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35495,7/6/2022,00:05.3,43.98897133,-112.3129618,52916.856,1460,320.3,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35496,7/6/2022,00:05.4,43.98897133,-112.3129618,52917.071,1462,307.1,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35497,7/6/2022,00:05.5,43.98897133,-112.3129618,52917.406,1462,293.9,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35498,7/6/2022,00:05.6,43.98897133,-112.3129618,52917.358,1460,280.7,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35499,7/6/2022,00:05.7,43.98897133,-112.3129618,52917.752,1462,267.5,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35500,7/6/2022,00:05.8,43.98897133,-112.3129618,52918.411,1470,254.2,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35501,7/6/2022,00:05.9,43.98897133,-112.3129618,52920.288,1472,241,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35502,7/6/2022,00:06.0,43.98897133,-112.3129618,52921.4,1460,227.8,G,0.6,2,19,1569.13,-17,0.3,0, ,D,'$GPGGA,170006,4359.33828,N,11218.77771,W,2,19,0.6,1569.13,M,-17,M,,*62','$GPRMC,170006,A,4359.33828,N,11218.77771,W,0.3,227.8,60722,,,D*77'
35503,7/6/2022,00:06.1,43.98897133,-112.3129618,52921.365,1460,236.8,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35504,7/6/2022,00:06.2,43.98897133,-112.3129618,52920.611,1467,245.8,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35505,7/6/2022,00:06.3,43.98897133,-112.3129618,52920.132,1467,254.7,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35506,7/6/2022,00:06.4,43.98897133,-112.3129618,52919.523,1467,263.7,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35507,7/6/2022,00:06.5,43.98897133,-112.3129618,52919.583,1465,272.7,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35508,7/6/2022,00:06.6,43.98897133,-112.3129618,52918.626,1460,281.7,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35509,7/6/2022,00:06.7,43.98897133,-112.3129618,52916.46,1460,290.7,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35510,7/6/2022,00:06.8,43.98897133,-112.3129618,52913.782,1465,299.6,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35511,7/6/2022,00:06.9,43.98897133,-112.3129618,52911.33,1460,308.6,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35512,7/6/2022,00:07.0,43.98897133,-112.3129618,52909.633,1433,317.6,G,0.6,2,19,1569.13,-17,1.5,0, ,D,'$GPGGA,170007,4359.33828,N,11218.77771,W,2,19,0.6,1569.13,M,-17,M,,*63','$GPRMC,170007,A,4359.33828,N,11218.77771,W,1.5,317.6,60722,,,D*7D'
35513,7/6/2022,00:07.1,43.98897167,-112.3129631,52907.204,1418,317.1,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35514,7/6/2022,00:07.2,43.988972,-112.3129643,52904.705,1426,316.6,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35515,7/6/2022,00:07.3,43.98897233,-112.3129655,52901.894,1450,316.1,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35516,7/6/2022,00:07.4,43.98897267,-112.3129667,52898.605,1455,315.6,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35517,7/6/2022,00:07.5,43.988973,-112.3129679,52895.089,1460,315.1,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35518,7/6/2022,00:07.6,43.98897333,-112.3129691,52892.541,1460,314.6,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35519,7/6/2022,00:07.7,43.98897367,-112.3129704,52890.82,1460,314.1,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35520,7/6/2022,00:07.8,43.988974,-112.3129716,52888.62,1455,313.6,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35521,7/6/2022,00:07.9,43.98897433,-112.3129728,52888.057,1453,313.1,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35522,7/6/2022,00:08.0,43.98897467,-112.312974,52885.988,1450,312.6,G,0.6,2,19,1568.97,-17,2,0, ,D,'$GPGGA,170008,4359.33848,N,11218.77844,W,2,19,0.6,1568.97,M,-17,M,,*6E','$GPRMC,170008,A,4359.33848,N,11218.77844,W,2,312.6,60722,,,D*7E'
35523,7/6/2022,00:08.1,43.98897505,-112.3129756,52883.703,1455,310.7,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35524,7/6/2022,00:08.2,43.98897543,-112.3129772,52883.297,1443,308.8,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35525,7/6/2022,00:08.3,43.98897582,-112.3129788,52878.956,1448,306.9,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35526,7/6/2022,00:08.4,43.9889762,-112.3129803,52876.002,1462,305,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35527,7/6/2022,00:08.5,43.98897658,-112.3129819,52873.574,1472,303.1,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35528,7/6/2022,00:08.6,43.98897697,-112.3129835,52870.678,1470,301.1,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35529,7/6/2022,00:08.7,43.98897735,-112.3129851,52866.758,1470,299.2,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35530,7/6/2022,00:08.8,43.98897773,-112.3129867,52867.881,1470,297.3,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35531,7/6/2022,00:08.9,43.98897812,-112.3129883,52869.903,1462,295.4,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35532,7/6/2022,00:09.0,43.9889785,-112.3129898,52872.604,1458,293.5,G,0.6,2,19,1568.79,-17,2,0, ,D,'$GPGGA,170009,4359.33871,N,11218.77939,W,2,19,0.6,1568.79,M,-17,M,,*6E','$GPRMC,170009,A,4359.33871,N,11218.77939,W,2,293.5,60722,,,D*75'
35533,7/6/2022,00:09.1,43.98897853,-112.312992,52871.347,1450,291.7,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35534,7/6/2022,00:09.2,43.98897857,-112.3129942,52870.238,1462,289.8,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35535,7/6/2022,00:09.3,43.9889786,-112.3129964,52871.829,1458,288,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35536,7/6/2022,00:09.4,43.98897863,-112.3129986,52869.544,1458,286.1,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35537,7/6/2022,00:09.5,43.98897867,-112.3130008,52868.943,1462,284.3,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35538,7/6/2022,00:09.6,43.9889787,-112.3130029,52868.383,1482,282.4,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35539,7/6/2022,00:09.7,43.98897873,-112.3130051,52868.923,1470,280.6,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35540,7/6/2022,00:09.8,43.98897877,-112.3130073,52868.598,1465,278.7,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35541,7/6/2022,00:09.9,43.9889788,-112.3130095,52872.437,1460,276.9,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35542,7/6/2022,00:10.0,43.98897883,-112.3130117,52875.213,1460,275,G,0.6,2,19,1568.95,-17,1.9,0, ,D,'$GPGGA,170010,4359.33873,N,11218.7807,W,2,19,0.6,1568.95,M,-17,M,,*6D','$GPRMC,170010,A,4359.33873,N,11218.7807,W,1.9,275,60722,,,D*73'
35543,7/6/2022,00:10.1,43.98897873,-112.3130133,52878.201,1465,272.8,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35544,7/6/2022,00:10.2,43.98897863,-112.3130148,52880.069,1455,270.5,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35545,7/6/2022,00:10.3,43.98897853,-112.3130164,52880.701,1465,268.3,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35546,7/6/2022,00:10.4,43.98897843,-112.313018,52883.26,1465,266,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35547,7/6/2022,00:10.5,43.98897833,-112.3130196,52884.242,1470,263.8,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35548,7/6/2022,00:10.6,43.98897823,-112.3130212,52886.346,1465,261.5,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35549,7/6/2022,00:10.7,43.98897813,-112.3130228,52888.859,1470,259.3,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35550,7/6/2022,00:10.8,43.98897803,-112.3130243,52889.372,1470,257,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35551,7/6/2022,00:10.9,43.98897793,-112.3130259,52889.037,1475,254.8,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35552,7/6/2022,00:11.0,43.98897783,-112.3130275,52892.591,1475,252.5,G,0.6,2,19,1569.02,-17,1.9,0, ,D,'$GPGGA,170011,4359.33867,N,11218.78165,W,2,19,0.6,1569.02,M,-17,M,,*63','$GPRMC,170011,A,4359.33867,N,11218.78165,W,1.9,252.5,60722,,,D*72'
35553,7/6/2022,00:11.1,43.9889776,-112.3130288,52896.691,1482,252.7,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35554,7/6/2022,00:11.2,43.98897737,-112.31303,52904.753,1465,253,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35555,7/6/2022,00:11.3,43.98897713,-112.3130313,52907.97,1465,253.2,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35556,7/6/2022,00:11.4,43.9889769,-112.3130326,52910.206,1470,253.5,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35557,7/6/2022,00:11.5,43.98897667,-112.3130338,52910.326,1472,253.7,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35558,7/6/2022,00:11.6,43.98897643,-112.3130351,52910.601,1467,253.9,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35559,7/6/2022,00:11.7,43.9889762,-112.3130364,52910.35,1472,254.2,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35560,7/6/2022,00:11.8,43.98897597,-112.3130376,52908.317,1477,254.4,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35561,7/6/2022,00:11.9,43.98897573,-112.3130389,52904.812,1477,254.7,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
