lat,lon,el_ft
43.99112862,-112.4182641,"4853.6	"
43.99074944,-112.3967135,"4903.3						"
43.99074944,-112.3967091,"4903.2						"
43.99074944,-112.3967031,"4903.1						"
43.99074944,-112.3966961,"4903.0						"
43.99074944,-112.3966866,"4902.9						"
43.99074943,-112.3966814,"4902.8						"
43.99074943,-112.3966745,"4902.7						"
43.99074943,-112.3966727,"4902.6						"
43.99074818,-112.3966624,"4902.5						"
43.99074818,-112.3966563,"4902.4						"
43.99074756,-112.396652,"4902.3						"
43.99074631,-112.3966287,"4901.9						"
43.99074631,-112.3966217,"4901.8						"
43.9907463,-112.3966035,"4901.5						"
43.9907463,-112.3965949,"4901.3						"
43.9907463,-112.3965932,"4901.3						"
43.99074692,-112.3965768,"4901.1						"
43.99074692,-112.3965708,"4901.0						"
43.99074692,-112.3965639,"4900.8						"
43.99074692,-112.3965587,"4900.8						"
43.99074567,-112.3965543,"4900.7						"
43.99074567,-112.3965448,"4900.5						"
43.99074567,-112.3965388,"4900.4						"
43.99074505,-112.3965215,"4900.1						"
43.99074505,-112.3965102,"4899.8						"
43.99074505,-112.3965085,"4899.7						"
43.99074505,-112.3965042,"4899.6						"
43.9907463,-112.3964947,"4899.4						"
43.9907463,-112.396493,"4899.3						"
43.99074631,-112.3964844,"4899.1						"
43.99074631,-112.3964741,"4898.8						"
43.99074631,-112.3964706,"4898.7						"
43.99074569,-112.396462,"4898.5						"
43.99074569,-112.3964611,"4898.5						"
43.99074568,-112.3964542,"4898.3						"
43.99074568,-112.3964507,"4898.2						"
43.99074568,-112.3964455,"4898.1						"
43.99074569,-112.3964395,"4897.9						"
43.99074572,-112.3964311,"4897.7						"
43.99074573,-112.3964268,"4897.6						"
43.99074512,-112.3964226,"4897.5						"
43.99074514,-112.3964158,"4897.3						"
43.99074516,-112.396409,"4897.1						"
43.99074519,-112.3963988,"4896.9						"
43.99074521,-112.3963911,"4896.7						"
43.99074522,-112.3963868,"4896.5						"
43.99074524,-112.3963809,"4896.4						"
43.99074526,-112.3963757,"4896.3						"
43.99074527,-112.3963715,"4896.1						"
43.99074529,-112.3963638,"4895.9						"
43.99074532,-112.3963535,"4895.7						"
43.99074533,-112.3963509,"4895.6						"
43.99074534,-112.3963458,"4895.5						"
43.99074535,-112.3963423,"4895.4						"
43.9907454,-112.396326,"4895.0						"
43.99074544,-112.396313,"4894.6						"
43.99074546,-112.3963087,"4894.5						"
43.99074548,-112.3963018,"4894.3						"
43.9907455,-112.396294,"4894.1						"
43.99074489,-112.396288,"4894.0						"
43.99074427,-112.3962845,"4893.8						"
43.99074429,-112.3962776,"4893.7						"
43.9907443,-112.3962741,"4893.6						"
43.99074432,-112.3962698,"4893.5						"
43.99074434,-112.3962619,"4893.3						"
43.99074436,-112.3962558,"4893.1						"
43.99074438,-112.3962497,"4892.9						"
43.99074439,-112.3962462,"4892.9						"
43.9907444,-112.3962419,"4892.9						"
43.99074442,-112.3962358,"4892.9						"
43.99074506,-112.3962323,"4892.9						"
43.99074507,-112.3962261,"4892.9						"
43.99074509,-112.3962182,"4892.9						"
43.99074446,-112.3962094,"4892.9						"
43.99074257,-112.3961962,"4892.8						"
43.99074131,-112.3961874,"4892.8						"
43.99074068,-112.3961829,"4892.7						"
43.99074005,-112.3961724,"4892.7						"
43.99074006,-112.3961679,"4892.7						"
43.99074008,-112.3961556,"4892.7						"
43.9907401,-112.3961476,"4892.6						"
43.99074011,-112.3961423,"4892.6						"
43.99073947,-112.3961379,"4892.6						"
43.99073948,-112.3961361,"4892.6						"
43.99073949,-112.3961272,"4892.6						"
43.99073949,-112.3961228,"4892.6						"
43.9907395,-112.3961139,"4892.6						"
43.99073951,-112.3961059,"4892.5						"
43.99073951,-112.396098,"4892.5						"
43.99073951,-112.3960909,"4892.5						"
43.99073951,-112.3960829,"4892.5						"
43.99074015,-112.3960775,"4892.5						"
43.99074015,-112.396074,"4892.5						"
43.99073951,-112.3960678,"4892.5						"
43.99073823,-112.3960527,"4892.4						"
43.99073758,-112.3960385,"4892.4						"
43.99073629,-112.3960084,"4892.3						"
43.99073628,-112.3960013,"4892.3						"
43.99073628,-112.3960005,"4892.3						"
43.99073564,-112.3959916,"4892.2						"
43.990735,-112.3959801,"4892.2						"
43.990735,-112.3959747,"4892.2						"
43.99073499,-112.395965,"4892.5						"
43.99073499,-112.3959597,"4892.7						"
43.99073498,-112.3959536,"4893.0						"
43.99073498,-112.3959501,"4893.1						"
43.99073496,-112.3959377,"4893.6						"
43.99073494,-112.3959264,"4894.1						"
43.99073493,-112.3959203,"4894.4						"
43.99073491,-112.3959151,"4894.6						"
43.9907349,-112.3959099,"4894.8						"
43.99073488,-112.3959047,"4895.0						"
43.99073422,-112.395897,"4895.4						"
43.99073422,-112.3958944,"4895.5						"
43.99073356,-112.3958884,"4895.7						"
43.99073354,-112.3958806,"4896.0						"
43.99073289,-112.3958738,"4896.3						"
43.99073224,-112.3958669,"4896.6						"
43.99073222,-112.3958626,"4896.8						"
43.99073219,-112.3958481,"4897.4						"
43.99073214,-112.3958372,"4897.9						"
43.99073209,-112.395829,"4898.2						"
43.99073268,-112.39582,"4898.6						"
43.99073266,-112.3958167,"4898.8						"
43.99073261,-112.3958085,"4899.1						"
43.99073322,-112.3958053,"4899.3						"
43.99073318,-112.3957988,"4899.5						"
43.99073316,-112.3957948,"4899.7						"
43.99073249,-112.3957883,"4900.0						"
43.99073243,-112.3957779,"4900.4						"
43.99073241,-112.3957747,"4900.6						"
43.99073235,-112.3957644,"4901.0						"
43.99073232,-112.3957596,"4901.2						"
43.9907323,-112.3957557,"4901.4						"
43.99073223,-112.3957447,"4901.8						"
43.99073218,-112.3957385,"4902.1						"
43.99073213,-112.3957307,"4902.4						"
43.99073208,-112.3957239,"4902.7						"
43.99073199,-112.3957126,"4903.2						"
43.99073312,-112.3957014,"4903.7						"
43.99073307,-112.3956955,"4903.9						"
43.99073303,-112.3956911,"4904.1						"
43.99073298,-112.3956852,"4904.2						"
43.99072989,-112.3956739,"4904.6						"
43.990729,-112.395661,"4905.0						"
43.99072889,-112.3956453,"4905.4						"
43.99072885,-112.3956388,"4905.6						"
43.99072876,-112.3956237,"4906.0						"
43.99072872,-112.3956139,"4906.3						"
43.9907287,-112.3956067,"4906.5						"
43.99072699,-112.3955928,"4906.9						"
43.99072693,-112.3955793,"4907.3						"
43.99072609,-112.3955743,"4907.4						"
43.99072524,-112.3955668,"4907.7						"
43.99072521,-112.3955595,"4907.9						"
43.99072517,-112.395551,"4908.1						"
43.99072514,-112.3955426,"4908.4						"
43.99072513,-112.3955313,"4908.7						"
43.99072593,-112.3955257,"4908.8						"
43.99072593,-112.3955211,"4908.9						"
43.99072592,-112.3955166,"4909.1						"
43.99072672,-112.3955054,"4909.4						"
43.9907267,-112.3954929,"4909.7						"
43.99072669,-112.3954884,"4909.8						"
43.99072668,-112.3954782,"4910.1						"
43.99072576,-112.3954613,"4910.6						"
43.99072776,-112.3954406,"4911.1						"
43.99072776,-112.3954323,"4911.4						"
43.99072777,-112.3954117,"4911.8						"
43.99072677,-112.3953964,"4911.9						"
43.99072577,-112.3953826,"4912.0						"
43.99072578,-112.3953716,"4912.1						"
43.99072378,-112.3953522,"4912.2						"
43.99072278,-112.3953355,"4912.3						"
43.99072279,-112.3953204,"4912.4						"
43.99072279,-112.3953176,"4912.4						"
43.99072279,-112.3953079,"4912.4						"
43.99072179,-112.395301,"4912.5						"
43.99072079,-112.3952899,"4912.6						"
43.99072079,-112.3952801,"4912.6						"
43.99072078,-112.3952732,"4912.7						"
43.99072178,-112.3952246,"4912.8						"
43.99072178,-112.395201,"4912.9						"
43.99072178,-112.3951858,"4913.0						"
43.99072178,-112.3951747,"4913.0						"
43.99072178,-112.395165,"4913.1						"
43.99072178,-112.3951511,"4913.1						"
43.99072178,-112.3951483,"4913.1						"
43.99072178,-112.3951414,"4913.2						"
43.99072179,-112.3951316,"4913.0						"
43.99072179,-112.3951261,"4912.8						"
43.9907218,-112.3951122,"4912.4						"
43.9907208,-112.3951066,"4912.3						"
43.9907208,-112.3951011,"4912.1						"
43.9907208,-112.3950858,"4911.7						"
43.9907208,-112.3950788,"4911.5						"
43.9907208,-112.3950705,"4911.3						"
43.99072081,-112.3950649,"4911.1						"
43.99072082,-112.3950552,"4910.8						"
43.99072183,-112.3950454,"4910.5						"
43.99072185,-112.3950314,"4910.2						"
43.99072186,-112.3950244,"4910.0						"
43.99072288,-112.3950132,"4909.6						"
43.99072289,-112.3950062,"4909.4						"
43.99072292,-112.3949894,"4909.0						"
43.99072092,-112.3949823,"4908.8						"
43.99072092,-112.3949809,"4908.7						"
43.99071994,-112.3949626,"4908.2						"
43.99071996,-112.3949471,"4907.8						"
43.99071896,-112.3949344,"4907.4						"
43.99071797,-112.3949244,"4907.2						"
43.99071698,-112.3949102,"4906.8						"
43.990717,-112.3948946,"4906.3						"
43.99071701,-112.3948889,"4906.1						"
43.99071702,-112.3948789,"4905.9						"
43.99071403,-112.3948544,"4905.2						"
43.99071302,-112.3948458,"4905.1						"
43.99071303,-112.3948372,"4905.0						"
43.99071304,-112.39483,"4904.9						"
43.99071304,-112.3948271,"4904.9						"
43.99071306,-112.3948084,"4904.7						"
43.99071309,-112.3947839,"4904.4						"
43.99071207,-112.3947823,"4904.3						"
43.99071108,-112.3947677,"4904.2						"
43.99071009,-112.394747,"4903.9						"
43.99071011,-112.3947337,"4903.7						"
43.99071012,-112.3947263,"4903.6						"
43.99071014,-112.3947143,"4903.5						"
43.99071016,-112.3947038,"4903.4						"
43.99071018,-112.3946947,"4903.2						"
43.99071019,-112.3946886,"4903.2						"
43.99071023,-112.3946704,"4902.9						"
43.99071026,-112.3946566,"4902.8						"
43.99071027,-112.3946505,"4902.7						"
43.99071029,-112.3946413,"4902.6						"
43.99071032,-112.3946259,"4902.4						"
43.99071033,-112.3946182,"4902.3						"
43.99071035,-112.394612,"4902.2						"
43.99071248,-112.394586,"4901.9						"
43.99071251,-112.3945689,"4901.6						"
43.99071253,-112.3945611,"4901.5						"
43.99071253,-112.394555,"4901.3						"
43.9907115,-112.3945458,"4901.1						"
43.99071151,-112.3945321,"4900.9						"
43.99071152,-112.3945245,"4900.7						"
43.99071154,-112.3945092,"4900.4						"
43.99071154,-112.3945047,"4900.3						"
43.99071051,-112.3944877,"4900.0						"
43.99070947,-112.3944754,"4899.7						"
43.99070842,-112.3944633,"4899.4						"
43.99070842,-112.3944498,"4899.1						"
43.99070843,-112.3944317,"4898.8						"
43.99070738,-112.394403,"4898.1						"
43.99070738,-112.3943926,"4897.9						"
43.99070738,-112.3943598,"4897.3						"
43.99070632,-112.3943522,"4897.1						"
43.99070526,-112.3943392,"4896.8						"
43.99070419,-112.3943233,"4896.4						"
43.99070418,-112.3943089,"4896.1						"
43.99070418,-112.394296,"4896.2						"
43.99070418,-112.3942946,"4896.2						"
43.99070417,-112.3942832,"4896.4						"
43.99070417,-112.394276,"4896.5						"
43.99070416,-112.3942675,"4896.6						"
43.99070415,-112.3942561,"4896.8						"
43.99070415,-112.3942461,"4896.9						"
43.99070414,-112.3942375,"4897.0						"
43.99070413,-112.3942233,"4897.2						"
43.99070413,-112.394212,"4897.4						"
43.99070413,-112.3942078,"4897.5						"
43.9907041,-112.39417,"4898.0						"
43.99070408,-112.3941519,"4898.3						"
43.99070312,-112.3941379,"4898.5						"
43.99070234,-112.3941248,"4898.6						"
43.99070078,-112.3941097,"4898.8						"
43.9907,-112.3940988,"4899.0						"
43.99069999,-112.3940804,"4899.2						"
43.99069999,-112.3940686,"4899.4						"
43.99069998,-112.3940653,"4899.5						"
43.99069998,-112.3940567,"4899.6						"
43.99069997,-112.3940449,"4899.8						"
43.99070151,-112.3940406,"4899.9						"
43.9907015,-112.3940331,"4900.0						"
43.99069919,-112.3940213,"4900.1						"
43.99069841,-112.3940074,"4900.4						"
43.99069841,-112.3939988,"4900.5						"
43.9906984,-112.3939956,"4900.6						"
43.9906984,-112.3939882,"4900.7						"
43.99069839,-112.3939818,"4900.9						"
43.99069838,-112.3939595,"4901.3						"
43.99069837,-112.3939511,"4901.4						"
43.99069836,-112.3939353,"4901.7						"
43.9906976,-112.393929,"4901.8						"
43.99069759,-112.3939174,"4902.1						"
43.99069759,-112.3939122,"4902.1						"
43.99069759,-112.3938943,"4902.5						"
43.99069758,-112.3938902,"4902.6						"
43.99069758,-112.3938849,"4902.7						"
43.99069682,-112.3938776,"4902.8						"
43.99069606,-112.3938724,"4902.9						"
43.99069606,-112.3938651,"4903.0						"
43.99069606,-112.3938631,"4903.1						"
43.99069606,-112.3938547,"4903.2						"
43.99069606,-112.3938527,"4903.3						"
43.9906953,-112.3938423,"4903.4						"
43.99069529,-112.3938247,"4903.8						"
43.9906968,-112.3938163,"4903.9						"
43.99069679,-112.393807,"4904.1						"
43.99069754,-112.3937976,"4904.3						"
43.99069754,-112.3937924,"4904.4						"
43.99069754,-112.3937862,"4904.5						"
43.99069754,-112.3937768,"4904.7						"
43.99069753,-112.3937665,"4904.9						"
43.99069753,-112.3937603,"4905.0						"
43.99069752,-112.3937491,"4905.2						"
43.99069752,-112.3937326,"4905.4						"
43.99069752,-112.3937253,"4905.4						"
43.99069676,-112.3937181,"4905.5						"
43.99069601,-112.3937077,"4905.6						"
43.99069526,-112.3936963,"4905.8						"
43.99069451,-112.3936932,"4905.8						"
43.99069376,-112.3936849,"4905.9						"
43.99069376,-112.3936787,"4905.9						"
43.99069301,-112.3936735,"4906.0						"
43.99069301,-112.3936641,"4906.1						"
43.99069301,-112.3936579,"4906.2						"
43.99069301,-112.3936527,"4906.2						"
43.99069301,-112.3936434,"4906.3						"
43.99069226,-112.3936403,"4906.4						"
43.99069151,-112.393633,"4906.4						"
43.99069151,-112.3936289,"4906.5						"
43.99069001,-112.3936154,"4906.6						"
43.99069,-112.3936019,"4906.8						"
43.99068926,-112.3935978,"4906.8						"
43.99068851,-112.3935937,"4906.9						"
43.99068776,-112.3935833,"4907.0						"
43.99068776,-112.3935729,"4907.1						"
43.99068776,-112.3935698,"4907.1						"
43.99068701,-112.3935533,"4907.3						"
43.990687,-112.3935377,"4907.5						"
43.990687,-112.3935346,"4907.5						"
43.990687,-112.3935191,"4907.7						"
43.990687,-112.3935128,"4907.7						"
43.990687,-112.3935066,"4907.8						"
43.990687,-112.3935025,"4907.8						"
43.99068699,-112.393489,"4908.0						"
43.99068699,-112.3934765,"4908.1						"
43.99068699,-112.3934682,"4908.2						"
43.99068774,-112.3934599,"4908.3						"
43.99068773,-112.3934402,"4908.6						"
43.99068773,-112.3934308,"4908.7						"
43.99068848,-112.3934225,"4908.8						"
43.99068847,-112.3934152,"4908.9						"
43.99068847,-112.3933944,"4909.2						"
43.99068922,-112.393384,"4909.3						"
43.99068921,-112.3933705,"4909.5						"
43.99068921,-112.3933612,"4909.6						"
43.99068921,-112.3933508,"4909.7						"
43.99068846,-112.3933446,"4909.8						"
43.99068846,-112.3933303,"4910.0						"
43.99068846,-112.3933192,"4910.1						"
43.99068921,-112.3933131,"4910.2						"
43.9906892,-112.3932959,"4910.4						"
43.99068622,-112.3932504,"4911.0						"
43.99068473,-112.3932319,"4911.3						"
43.99068696,-112.3932182,"4911.4						"
43.99068696,-112.3932099,"4911.5						"
43.99068696,-112.3932047,"4911.6						"
43.9906877,-112.3931974,"4911.7						"
43.99068845,-112.393187,"4911.8						"
43.99068845,-112.393185,"4911.8						"
43.9906877,-112.3931663,"4912.0						"
43.9906877,-112.3931611,"4912.1						"
43.99068695,-112.3931487,"4912.2						"
43.99068695,-112.393134,"4912.4						"
43.99068621,-112.3931096,"4912.6						"
43.99068621,-112.3931053,"4912.7						"
43.99068547,-112.3931011,"4912.7						"
43.99068473,-112.3930979,"4912.8						"
43.99068473,-112.3930873,"4912.9						"
43.99068473,-112.3930799,"4913.0						"
43.99068325,-112.3930715,"4913.1						"
43.99068251,-112.3930652,"4913.1						"
43.99068177,-112.3930537,"4913.2						"
43.99068103,-112.3930485,"4913.3						"
43.99068103,-112.3930309,"4913.5						"
43.99068103,-112.3930195,"4913.6						"
43.99068103,-112.3930123,"4913.7						"
43.99068103,-112.3930051,"4913.8						"
43.99068177,-112.3929906,"4913.9						"
43.99068251,-112.3929823,"4914.0						"
43.99068251,-112.3929772,"4914.1						"
43.99068251,-112.3929679,"4914.2						"
43.9906825,-112.3929596,"4914.3						"
43.99068176,-112.3929534,"4914.3						"
43.99068176,-112.3929493,"4914.4						"
43.99068176,-112.3929421,"4914.4						"
43.99068176,-112.3929307,"4914.6						"
43.99068176,-112.3929235,"4914.6						"
43.99068176,-112.3929173,"4914.7						"
43.99068102,-112.3929132,"4914.8						"
43.99067954,-112.392906,"4914.8						"
43.99067954,-112.3928998,"4914.9						"
43.99067954,-112.3928915,"4915.0						"
43.99067879,-112.3928822,"4915.1						"
43.99067879,-112.3928719,"4915.3						"
43.99067879,-112.3928637,"4915.4						"
43.99068027,-112.3928503,"4915.5						"
43.99068027,-112.3928441,"4915.6						"
43.99068027,-112.3928359,"4915.7						"
43.99068027,-112.3928297,"4915.8						"
43.99067953,-112.3928255,"4915.8						"
43.99067805,-112.3928173,"4915.9						"
43.99067805,-112.3928132,"4916.0						"
43.99067805,-112.392808,"4916.0						"
43.99067805,-112.3928039,"4916.1						"
43.99067805,-112.3927998,"4916.1						"
43.99067805,-112.3927874,"4916.3						"
43.99067805,-112.3927792,"4916.4						"
43.99067731,-112.392774,"4916.4						"
43.99067731,-112.3927596,"4916.6						"
43.99067731,-112.3927576,"4916.6						"
43.99067658,-112.3927534,"4916.7						"
43.99067658,-112.3927411,"4916.8						"
43.99067584,-112.3927339,"4916.9						"
43.99067585,-112.3927277,"4917.0						"
43.99067585,-112.3927225,"4917.1						"
43.99067511,-112.3927133,"4917.2						"
43.99067512,-112.3927091,"4917.2						"
43.99067512,-112.3926978,"4917.4						"
43.99067513,-112.3926896,"4917.5						"
43.99067513,-112.3926773,"4917.6						"
43.99067514,-112.3926639,"4917.8						"
43.99067441,-112.3926557,"4917.9						"
43.99067368,-112.3926496,"4918.0						"
43.99067368,-112.3926434,"4918.0						"
43.99067296,-112.3926312,"4918.2						"
43.99067296,-112.3926169,"4918.5						"
43.99067297,-112.3926128,"4918.6						"
43.99067297,-112.3926056,"4918.7						"
43.99067298,-112.3925985,"4918.8						"
43.99067298,-112.3925883,"4919.0						"
43.99067299,-112.3925822,"4919.1						"
43.990673,-112.392573,"4919.3						"
43.99067301,-112.3925629,"4919.4						"
43.99067302,-112.3925517,"4919.6						"
43.99067303,-112.3925385,"4919.9						"
43.99067304,-112.3925294,"4920.0						"
43.99067305,-112.3925203,"4920.2						"
43.99067306,-112.3925112,"4920.3						"
43.99067306,-112.3925072,"4920.4						"
43.99067308,-112.3924941,"4920.6						"
43.99067309,-112.3924871,"4920.8						"
43.99067309,-112.392479,"4920.9						"
43.9906731,-112.392471,"4921.0						"
43.99067311,-112.392464,"4921.2						"
43.9906724,-112.3924509,"4921.4						"
43.9906724,-112.3924479,"4921.4						"
43.9906724,-112.3924399,"4921.6						"
43.99067241,-112.3924328,"4921.7						"
43.99067241,-112.3924278,"4921.8						"
43.99067169,-112.3924218,"4921.9						"
43.99067097,-112.3924098,"4922.1						"
43.99067097,-112.3924078,"4922.1						"
43.99066881,-112.3923888,"4922.5						"
43.99066883,-112.3923708,"4922.8						"
43.99066883,-112.3923609,"4923.0						"
43.99066812,-112.3923519,"4923.0						"
43.99066669,-112.392335,"4923.1						"
43.9906667,-112.3923201,"4923.1						"
43.99066743,-112.3923101,"4923.2						"
43.99066816,-112.3923032,"4923.2						"
43.99066888,-112.3922992,"4923.2						"
43.99066961,-112.3922912,"4923.3						"
43.99067106,-112.3922813,"4923.3						"
43.99067106,-112.3922793,"4923.3						"
43.99067107,-112.3922743,"4923.3						"
43.99067179,-112.3922654,"4923.4						"
43.9906718,-112.3922564,"4923.4						"
43.99067181,-112.3922277,"4923.6						"
43.99067109,-112.3922237,"4923.6						"
43.99067038,-112.3922158,"4923.6						"
43.99067038,-112.3922138,"4923.6						"
43.99067038,-112.3922019,"4923.7						"
43.99067039,-112.392192,"4923.7						"
43.9906704,-112.3921794,"4923.8						"
43.99067041,-112.3921755,"4923.8						"
43.99067042,-112.3921676,"4923.8						"
43.99067042,-112.3921667,"4923.8						"
43.99067042,-112.3921608,"4923.9						"
43.99067043,-112.3921511,"4923.9						"
43.99067116,-112.3921472,"4923.9						"
43.99067117,-112.3921375,"4924.0						"
43.99067118,-112.3921316,"4924.0						"
43.99067118,-112.3921287,"4924.0						"
43.99067119,-112.3921219,"4924.0						"
43.99067119,-112.3921151,"4924.1						"
43.9906712,-112.3921074,"4924.1						"
43.99067049,-112.3921035,"4924.1						"
43.99066979,-112.392089,"4924.2						"
43.99066979,-112.3920861,"4924.2						"
43.99066909,-112.3920794,"4924.2						"
43.99066909,-112.3920746,"4924.2						"
43.9906691,-112.3920649,"4924.3						"
43.99066912,-112.3920524,"4924.3						"
43.99066913,-112.3920457,"4924.3						"
43.99066913,-112.3920447,"4924.3						"
43.99066771,-112.3920351,"4924.3						"
43.9906663,-112.3920236,"4924.4						"
43.9906656,-112.3920101,"4924.4						"
43.9906656,-112.3920082,"4924.4						"
43.99066489,-112.3920023,"4924.4						"
43.99066418,-112.3919945,"4924.4						"
43.99066395,-112.3919772,"4924.5						"
43.99066241,-112.3919696,"4924.5						"
43.99066164,-112.3919631,"4924.5						"
43.99066163,-112.3919588,"4924.5						"
43.99066163,-112.3919523,"4924.6						"
43.99066086,-112.3919448,"4924.6						"
43.99066009,-112.3919372,"4924.6						"
43.99066009,-112.3919351,"4924.6						"
43.99065931,-112.3919275,"4924.6						"
43.99065854,-112.3919189,"4924.7						"
43.99065777,-112.3919092,"4924.7						"
43.99065777,-112.3919081,"4924.7						"
43.99065623,-112.3918995,"4924.7						"
43.99065623,-112.3918899,"4924.7						"
43.99065623,-112.3918856,"4924.7						"
43.99065622,-112.3918791,"4924.8						"
43.99065622,-112.3918716,"4924.8						"
43.99065622,-112.3918684,"4924.8						"
43.99065545,-112.3918598,"4924.8						"
43.99065545,-112.3918544,"4924.8						"
43.99065545,-112.391848,"4924.8						"
43.99065545,-112.3918448,"4924.9						"
43.99065545,-112.3918373,"4924.9						"
43.99065545,-112.3918341,"4924.9						"
43.99065544,-112.3918256,"4924.9						"
43.99065544,-112.3918235,"4924.9						"
43.99065544,-112.3918149,"4924.9						"
43.99065544,-112.3918117,"4924.9						"
43.99065544,-112.3918032,"4925.0						"
43.99065544,-112.3917947,"4925.0						"
43.99065544,-112.3917861,"4925.0						"
43.99065543,-112.391784,"4925.0						"
43.99065543,-112.3917766,"4925.0						"
43.99065543,-112.3917648,"4925.0						"
43.99065543,-112.3917616,"4925.0						"
43.99065543,-112.3917595,"4925.1						"
43.9906562,-112.3917521,"4925.1						"
43.9906562,-112.3917467,"4925.1						"
43.99065619,-112.3917393,"4925.1						"
43.99065619,-112.3917307,"4925.1						"
43.99065619,-112.3917265,"4925.1						"
43.99065619,-112.3917158,"4925.1						"
43.99065619,-112.3917073,"4925.2						"
43.99065619,-112.3916998,"4925.2						"
43.99065542,-112.3916966,"4925.2						"
43.99065542,-112.3916902,"4925.2						"
43.99065541,-112.3916806,"4925.2						"
43.99065541,-112.3916753,"4925.2						"
43.99065541,-112.391672,"4925.2						"
43.99065541,-112.3916678,"4925.2						"
43.99065541,-112.3916582,"4925.3						"
43.99065464,-112.3916539,"4925.3						"
43.99065464,-112.3916507,"4925.3						"
43.99065464,-112.3916443,"4925.3						"
43.99065387,-112.3916379,"4925.3						"
43.99065386,-112.3916314,"4925.3						"
43.99065386,-112.3916261,"4925.3						"
43.99065386,-112.3916208,"4925.3						"
43.99065386,-112.3916186,"4925.3						"
43.99065386,-112.3916122,"4925.4						"
43.99065386,-112.3916036,"4925.4						"
43.99065386,-112.3915929,"4925.4						"
43.99065386,-112.3915908,"4925.4						"
43.99065385,-112.3915769,"4925.4						"
43.99065308,-112.3915726,"4925.4						"
43.99065308,-112.3915673,"4925.4						"
43.99065308,-112.3915662,"4925.4						"
43.99065308,-112.3915608,"4925.5						"
43.99065308,-112.3915501,"4925.5						"
43.99065307,-112.3915426,"4925.5						"
43.99065307,-112.3915373,"4925.5						"
43.99065307,-112.3915309,"4925.5						"
43.99065307,-112.3915234,"4925.5						"
43.99065307,-112.3915202,"4925.5						"
43.9906523,-112.3915137,"4925.6						"
43.9906523,-112.3915095,"4925.6						"
43.99065153,-112.391503,"4925.6						"
43.99065075,-112.3914966,"4925.6						"
43.99065075,-112.3914913,"4925.6						"
43.99065075,-112.3914848,"4925.6						"
43.99065075,-112.3914784,"4925.6						"
43.99065075,-112.3914752,"4925.6						"
43.99065075,-112.3914666,"4925.6						"
43.99065152,-112.3914591,"4925.7						"
43.99065151,-112.3914559,"4925.7						"
43.99065151,-112.3914463,"4925.7						"
43.99065151,-112.3914399,"4925.7						"
43.99065151,-112.3914324,"4925.7						"
43.99065151,-112.3914248,"4925.7						"
43.99065151,-112.3914173,"4925.7						"
43.9906515,-112.391412,"4925.8						"
43.99065304,-112.3914044,"4925.8						"
43.99065381,-112.3913969,"4925.8						"
43.99065381,-112.3913905,"4925.8						"
43.99065381,-112.3913861,"4925.8						"
43.99065381,-112.3913775,"4925.8						"
43.99065381,-112.3913668,"4925.8						"
43.9906538,-112.3913635,"4925.9						"
43.99065303,-112.391356,"4925.9						"
43.99065303,-112.3913539,"4925.9						"
43.99065226,-112.3913463,"4925.9						"
43.99065148,-112.3913377,"4925.9						"
43.99065148,-112.3913313,"4925.9						"
43.99065071,-112.3913249,"4925.9						"
43.99065071,-112.3913206,"4925.9						"
43.99065071,-112.3913109,"4926.0						"
43.99064993,-112.3912991,"4926.0						"
43.99064916,-112.3912937,"4926.0						"
43.99064916,-112.3912841,"4926.0						"
43.99064838,-112.3912723,"4926.0						"
43.99064838,-112.3912615,"4926.1						"
43.99064838,-112.3912573,"4926.1						"
43.99064838,-112.3912551,"4926.1						"
43.99064761,-112.3912476,"4926.1						"
43.99064683,-112.3912422,"4926.1						"
43.99064606,-112.3912294,"4926.1						"
43.99064606,-112.3912219,"4926.1						"
43.99064528,-112.3912122,"4926.1						"
43.99064528,-112.3912047,"4926.1						"
43.99064528,-112.3912004,"4926.1						"
43.9906445,-112.391196,"4926.1						"
43.9906445,-112.3911896,"4926.1						"
43.9906445,-112.3911842,"4926.1						"
43.9906445,-112.391181,"4926.1						"
43.99064527,-112.3911713,"4926.1						"
43.99064604,-112.3911638,"4926.1						"
43.99064604,-112.3911563,"4926.1						"
43.99064681,-112.391152,"4926.1						"
43.99064681,-112.3911488,"4926.1						"
43.99064681,-112.3911412,"4926.1						"
43.9906468,-112.391138,"4926.1						"
43.9906468,-112.3911315,"4926.1						"
43.9906468,-112.391125,"4926.1						"
43.9906468,-112.3911218,"4926.1						"
43.99064602,-112.3911142,"4926.1						"
43.99064525,-112.3911044,"4926.1						"
43.99064447,-112.391099,"4926.1						"
43.99064447,-112.3910893,"4926.2						"
43.99064369,-112.3910817,"4926.2						"
43.99064292,-112.3910719,"4926.2						"
43.99064291,-112.3910611,"4926.2						"
43.99064214,-112.3910568,"4926.2						"
43.99064214,-112.3910503,"4926.2						"
43.99064213,-112.3910438,"4926.2						"
43.99064213,-112.3910308,"4926.2						"
43.99064212,-112.3910189,"4926.2						"
43.99064212,-112.3910091,"4926.2						"
43.99064212,-112.3910037,"4926.2						"
43.99064211,-112.3909971,"4926.2						"
43.99064211,-112.3909885,"4926.2						"
43.99064211,-112.3909852,"4926.2						"
43.99064211,-112.3909776,"4926.2						"
43.9906421,-112.3909721,"4926.2						"
43.9906421,-112.3909677,"4926.2						"
43.9906421,-112.39096,"4926.2						"
