Long Lat Mag_nT
-116.5950732856506 36.7569395259327 48394.2
-116.5950955944923 36.75693966710647 48394.4
-116.59511907379658 36.7569397776084 48394.4
-116.59514374178704 36.75693982500333 48394.7
-116.59516928839015 36.756939799127146 48395.0
-116.5951955117067 36.756939698325525 48394.9
-116.59522220383678 36.7569395276338 48394.3
-116.59524915701915 36.75693929090177 48393.3
-116.59527609484638 36.756939007896975 48392.8
-116.59530280376376 36.756938691154296 48393.0
-116.59532909797731 36.75693835810976 48393.0
-116.59535469177322 36.7569380244632 48392.9
-116.59537951586248 36.75693770279711 48392.9
-116.59540349530836 36.75693740478651 48393.0
-116.5954266155688 36.75693713871448 48393.3
-116.59544881046878 36.75693692357981 48393.4
-116.59547031827576 36.75693677342484 48393.5
-116.59549132527438 36.75693670801592 48393.8
-116.59551205312184 36.756936748490496 48394.1
-116.5955327393516 36.75693692843642 48394.7
-116.59555360902172 36.75693723708631 48395.3
-116.59557486766374 36.75693766563356 48395.7
-116.595596652626 36.75693819365109 48396.4
-116.59561910452838 36.75693880912996 48396.6
-116.59564208992433 36.75693947934519 48396.9
-116.59566551849105 36.756940178169 48396.5
-116.595689268315 36.75694087113282 48396.1
-116.59571325316448 36.756941506245 48396.0
-116.5957373848139 36.75694204396824 48396.5
-116.5957616112972 36.756942455358605 48396.7
-116.59578589802328 36.75694272233248 48396.8
-116.59581025039228 36.75694281895142 48397.5
-116.59583468176848 36.75694277510594 48397.8
-116.59585916069815 36.756942622094016 48397.7
-116.59588366645796 36.75694239765843 48398.0
-116.59590818985131 36.75694213500728 48398.1
-116.5959327398211 36.75694186460756 48398.5
-116.59595732646558 36.75694159840791 48398.9
-116.595981964523 36.75694134079163 48399.0
-116.5960066699722 36.75694109358292 48399.3
-116.59603141831712 36.756940859468926 48399.4
-116.59605618046524 36.756940642235286 48399.4
-116.59608092134576 36.75694044305608 48399.5
-116.59610560237554 36.756940264559255 48399.9
-116.5961302058694 36.75694010704344 48400.1
-116.59615471365476 36.756939974469134 48400.0
-116.59617911493136 36.75693985698341 48400.6
-116.59620341318625 36.75693973505601 48401.0
-116.59622766649692 36.75693959412125 48401.2
-116.59625190965086 36.75693942245383 48401.5
-116.59627616729686 36.75693920643583 48401.7
-116.59630045491195 36.75693893130681 48402.2
-116.59632474898658 36.756938623498655 48402.3
-116.5963490209678 36.756938306652025 48402.3
-116.59637328769595 36.756937999675365 48402.9
-116.59639759694758 36.756937730650456 48403.7
-116.59642196852244 36.75693751678543 48403.9
-116.59644642264172 36.75693736919278 48403.5
-116.5964709676603 36.75693728934809 48403.1
-116.59649559516636 36.75693727388816 48403.3
-116.596520268398 36.75693729408529 48403.7
-116.5965449778468 36.75693733061144 48404.1
