Long Lat Mag_nT
-116.59851696443202 36.7674548995694 48578.0
-116.59853964141348 36.76745662287826 48579.6
-116.59856352022564 36.767458076231584 48579.5
-116.59858844378948 36.76745909572002 48578.2
-116.5986138200233 36.76745965820574 48576.2
-116.5986391759148 36.76745975582234 48574.0
-116.59866388966526 36.76745941245528 48571.8
-116.59868737145476 36.76745866811426 48569.1
-116.5987092545086 36.76745773715808 48565.4
-116.59872908841912 36.767456864121215 48561.0
-116.59874668135951 36.76745633120033 48555.0
-116.5987963188041 36.767541465526335 48568.8
-116.59879353085958 36.767558335771625 48569.6
-116.5987908819964 36.767576390120496 48569.6
-116.59878857344567 36.76759543053917 48570.9
-116.5987867935259 36.76761547267775 48571.9
-116.59878557687496 36.76763635883361 48573.4
-116.59878490995456 36.76765784863092 48574.2
-116.59878475843443 36.767679558509045 48573.8
-116.59878509118556 36.76770127947312 48573.3
-116.59878577958972 36.76772287451952 48572.4
-116.59878672393312 36.7677439924725 48572.2
-116.5987878606478 36.7677646292263 48572.0
-116.5987891257573 36.7677844340645 48571.9
-116.59879045052564 36.76780351087748 48571.7
-116.5987917521396 36.76782170942978 48571.3
-116.59879296733024 36.767839173397206 48571.5
-116.5987940094228 36.767855918222175 48571.8
-116.59879484814584 36.767872264692166 48572.2
-116.59879546524644 36.7678883770285 48573.0
-116.59879584826476 36.767904459233776 48574.9
-116.59879597401893 36.76792086916845 48576.7
-116.59879587714232 36.767937549785294 48577.9
-116.59879560216032 36.7679547219069 48579.6
-116.59879518991816 36.767972373701376 48581.7
-116.598794689863 36.767990715284526 48581.1
-116.59879419790624 36.768009549922425 48579.8
-116.59879378714086 36.7680288677762 48578.4
-116.59879351416174 36.76804842001204 48578.9
-116.59879344074622 36.76806817089189 48578.4
-116.5987935759192 36.7680880630901 48577.7
-116.59879391433644 36.7681079040709 48577.0
-116.59879444887954 36.76812779531238 48577.0
-116.59879516957908 36.768147578289565 48575.7
-116.59879602693286 36.768167373411295 48574.9
-116.59879695921452 36.768186998402825 48574.7
-116.59879792909044 36.768206543972575 48574.1
-116.59879889973456 36.76822594970149 48572.4
-116.59879985289288 36.7682454029873 48570.8
-116.59880077029332 36.76826484893464 48569.6
-116.5988016430112 36.76828430336705 48568.5
-116.59880246605064 36.768303862716856 48567.8
-116.59880323645906 36.76832335435601 48567.2
-116.59880395843068 36.76834286131086 48567.7
-116.59880462389486 36.76836230538092 48567.2
-116.5988052219176 36.76838185710087 48565.2
-116.59880574880746 36.76840141177047 48563.4
-116.59880621213794 36.7684209754158 48562.8
-116.59880662196052 36.768440620755605 48562.6
-116.59880697711388 36.76846018968868 48561.1
-116.59880729385512 36.768479741599705 48560.0
-116.59880758011688 36.768499205901406 48559.4
-116.5988078475091 36.76851874200974 48558.1
-116.59880810338208 36.76853828733543 48556.7
-116.59880836173537 36.7685578525872 48556.0
-116.59880863756185 36.768577527693566 48555.6
-116.59880894146168 36.76859716519573 48555.2
-116.5988092894597 36.76861685084752 48554.3
-116.59880968483849 36.76863651721906 48554.0
-116.59881013017636 36.76865630722761 48553.5
-116.5988106206849 36.76867612838744 48552.6
-116.59881115236816 36.76869604002123 48551.9
-116.59881170483204 36.76871587148767 48551.2
-116.59881226669664 36.76873567781547 48551.0
-116.5988128242939 36.76875544296064 48551.2
-116.5988133586752 36.768775069609376 48551.2
-116.5988138591364 36.76879470065073 48551.6
-116.59881431916564 36.76881425911661 48551.2
-116.59881474398084 36.76883375025081 48550.5
-116.59881514267764 36.76885325980004 48550.0
-116.59881552569588 36.76887264020114 48550.1
-116.5988159076199 36.76889197678885 48550.5
-116.59881629806496 36.768911195199166 48550.7
-116.59881670429344 36.76893045026497 48550.4
-116.59881711399224 36.76894968504118 48550.7
-116.59881750980244 36.76896891192568 48550.7
-116.59881787529562 36.76898822754814 48550.2
-116.59881818786144 36.76900751621284 48550.0
-116.5988184490276 36.76902685225485 48550.1
-116.59881866682684 36.769046175461966 48550.1
-116.59881885683684 36.769065643881774 48550.2
-116.5988190343357 36.769085182121394 48550.4
-116.59881921022716 36.76910485290794 48550.6
-116.5988193848174 36.769124491408256 48550.9
-116.59881955479013 36.76914417060507 48550.7
-116.59881971584664 36.76916389094204 48550.3
-116.598819873436 36.769183557169455 48550.5
-116.59882003730112 36.769203320403015 48550.6
-116.59882021390216 36.76922309209 48551.1
-116.59882041576503 36.76924293345087 48550.9
-116.59882065084103 36.76926267633107 48550.9
-116.59882092340708 36.76928238355944 48551.2
-116.598821231846 36.76930204956259 48550.8
-116.59882157100284 36.76932158666813 48550.6
-116.59882192760485 36.76934117447095 48550.6
-116.5988222859796 36.76936074211736 48550.6
-116.59882263851516 36.76938037858454 48550.7
-116.59882297367764 36.76939994762397 48550.7
-116.5988232921121 36.76941953914353 48550.8
-116.59882359582474 36.76943916470287 48550.8
-116.59882388755292 36.769458748769935 48550.9
-116.59882417748048 36.76947844495936 48550.9
-116.59882447607242 36.769498159558566 48550.2
-116.59882479515784 36.76951795945303 48549.9
-116.59882514440676 36.76953767922527 48550.2
-116.5988255393774 36.769557383573165 48550.4
-116.59882597584613 36.769577085355344 48550.0
-116.5988264405166 36.76959669806029 48549.4
-116.5988269252754 36.769616376409125 48548.8
-116.5988274164017 36.76963603225192 48548.6
-116.59882790765982 36.76965566323953 48548.6
