Long Lat Mag_nT
-116.60871193609763 36.75946121751631 48570.3
-116.60872979709704 36.75946151435465 48570.4
-116.608748899718 36.75946179144383 48570.5
-116.60876929895151 36.75946201281529 48570.5
-116.60879074356195 36.75946214489104 48570.4
-116.6088131183787 36.75946217004073 48570.6
-116.60883631054496 36.75946207719392 48571.1
-116.60886030069454 36.75946184047611 48571.4
-116.60888484533707 36.75946148243572 48571.2
-116.6089097632778 36.75946102151461 48571.0
-116.60893489480452 36.75946047769528 48570.7
-116.60896008957975 36.75945985842588 48570.1
-116.6089852168776 36.759459189063925 48569.8
-116.60901019464973 36.759458490882736 48570.1
-116.60903497973564 36.75945779345281 48570.2
-116.609059501942 36.759457135481554 48570.2
-116.60908373789393 36.75945653811064 48570.3
-116.60910762041428 36.75945600845339 48570.4
-116.6091310056934 36.75945553635884 48570.5
-116.60915347735248 36.759455078850976 48569.7
-116.60917478800587 36.75945453797636 48567.3
-116.60928034162502 36.75932889391664 48587.8
-116.60927764514643 36.75931043106115 48603.4
-116.6092750226897 36.75929125147048 48605.9
-116.60927258790308 36.75927179224144 48609.0
-116.609270354318 36.75925237743429 48612.0
-116.60926827920171 36.759233396452416 48612.6
-116.60926623819232 36.759215428553645 48612.2
-116.6091197131868 36.759123322628895 48625.6
-116.60909884824773 36.75912555105116 48642.7
-116.60907693979064 36.759127775132825 48643.3
-116.60905400502295 36.759129861194495 48644.2
-116.60903038730405 36.75913174878879 48645.4
-116.6090061908574 36.759133415329686 48646.0
-116.60898151934396 36.75913485318496 48646.1
-116.60895647565376 36.75913603052001 48646.7
-116.60893127583616 36.75913700101462 48647.1
-116.60890598242744 36.75913780598136 48647.2
-116.6088806726851 36.7591384751734 48647.1
-116.60885546543696 36.759139012221866 48647.5
-116.6088304440096 36.75913944950674 48647.3
-116.60880564205148 36.75913980362631 48647.3
-116.60878108752344 36.75914009328133 48647.5
-116.60875682878029 36.759140333998495 48647.8
-116.6087328016514 36.75914054414012 48648.3
-116.60870895332872 36.75914072536951 48648.2
-116.60868522377042 36.759140871520025 48647.3
-116.60866156238544 36.75914096108695 48647.2
-116.60863791023156 36.75914098760111 48647.4
-116.60861420877148 36.75914094509746 48647.5
-116.6085904141404 36.75914083013806 48647.3
-116.6085664964428 36.7591406329396 48647.2
-116.60854247515957 36.7591403711366 48647.7
-116.60851832644764 36.75914006374426 48647.4
-116.60849402955212 36.75913973373062 48646.5
-116.60846955725448 36.759139402138565 48646.1
-116.60844494557098 36.759139082638576 48646.1
-116.6084202255401 36.75913878699128 48646.1
-116.60839543805868 36.75913852985182 48645.6
-116.60837051912496 36.75913833408635 48645.0
-116.60834579205712 36.7591382012412 48645.1
-116.60832089287256 36.759138121183 48644.9
-116.60829614300876 36.75913808115192 48644.1
-116.6082714628236 36.759138064609125 48643.6
-116.60824685224888 36.75913804676145 48643.1
-116.6082223142137 36.759138008014254 48642.7
-116.6081978445291 36.75913793352328 48641.9
-116.60817346379469 36.7591378042731 48640.9
-116.60814915762948 36.75913762386861 48640.9
-116.60812490154149 36.759137397680526 48640.7
-116.60810067049329 36.759137131618765 48640.5
-116.608076460975 36.759136829115846 48640.6
-116.6080522601925 36.75913650796184 48639.9
-116.60802806851508 36.75913618466793 48638.3
-116.60800390328797 36.759135885232695 48638.6
